name;;source;;;Imager Center;;;Imager Top;;;Imager Right;;;
;x;y;z;x;y;z;x;y;z;x;y;z
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00315.tif;53.8322;-167.077;-28.52;-406.576;-163.026;215.402;-405.29;-19.632;215.447;-471.866;-162.401;87.7291;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00316.tif;53.71;-167.077;-28.7496;-405.653;-163.026;217.136;-404.367;-19.632;217.175;-471.487;-162.401;89.7425;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00317.tif;53.5868;-167.077;-28.9786;-404.722;-163.026;218.865;-403.436;-19.632;218.9;-471.1;-162.401;91.7542;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00318.tif;53.4626;-167.077;-29.207;-403.784;-163.026;220.591;-402.498;-19.632;220.62;-470.704;-162.401;93.7642;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00319.tif;53.3374;-167.077;-29.435;-402.839;-163.026;222.312;-401.553;-19.632;222.336;-470.299;-162.401;95.7725;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00320.tif;53.2113;-167.077;-29.6624;-401.887;-163.026;224.03;-400.6;-19.632;224.048;-469.886;-162.401;97.7791;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00321.tif;53.0842;-167.077;-29.8892;-400.927;-163.026;225.743;-399.64;-19.632;225.756;-469.464;-162.401;99.7839;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00322.tif;52.9561;-167.077;-30.1155;-399.959;-163.026;227.452;-398.673;-19.632;227.459;-469.034;-162.401;101.787;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00323.tif;52.8271;-167.077;-30.3413;-398.985;-163.026;229.158;-397.698;-19.632;229.159;-468.596;-162.401;103.788;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00324.tif;52.6971;-167.077;-30.5665;-398.003;-163.026;230.859;-396.717;-19.632;230.854;-468.148;-162.401;105.787;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00325.tif;52.5662;-167.077;-30.7912;-397.014;-163.026;232.555;-395.728;-19.632;232.546;-467.692;-162.401;107.785;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00326.tif;52.4343;-167.077;-31.0153;-396.018;-163.026;234.248;-394.731;-19.632;234.233;-467.228;-162.401;109.78;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00327.tif;52.3014;-167.077;-31.2388;-395.014;-163.026;235.936;-393.728;-19.632;235.916;-466.755;-162.401;111.773;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00328.tif;52.1676;-167.077;-31.4618;-394.004;-163.026;237.62;-392.717;-19.632;237.594;-466.274;-162.401;113.765;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00329.tif;52.0328;-167.077;-31.6842;-392.986;-163.026;239.3;-391.7;-19.632;239.268;-465.784;-162.401;115.754;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00330.tif;51.8971;-167.077;-31.906;-391.961;-163.026;240.975;-390.675;-19.632;240.938;-465.286;-162.401;117.741;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00331.tif;51.7604;-167.077;-32.1272;-390.929;-163.026;242.646;-389.643;-19.632;242.603;-464.779;-162.401;119.726;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00332.tif;51.6228;-167.077;-32.3478;-389.889;-163.026;244.312;-388.604;-19.632;244.264;-464.264;-162.401;121.709;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00333.tif;51.4843;-167.077;-32.5679;-388.843;-163.026;245.974;-387.558;-19.632;245.921;-463.74;-162.401;123.689;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00334.tif;51.3448;-167.077;-32.7874;-387.789;-163.026;247.632;-386.504;-19.632;247.573;-463.208;-162.401;125.668;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00335.tif;51.2044;-167.077;-33.0062;-386.729;-163.026;249.285;-385.444;-19.632;249.22;-462.667;-162.401;127.644;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00336.tif;51.063;-167.077;-33.2245;-385.661;-163.026;250.933;-384.377;-19.632;250.863;-462.118;-162.401;129.617;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00337.tif;50.9207;-167.077;-33.4421;-384.587;-163.026;252.577;-383.303;-19.632;252.502;-461.561;-162.401;131.589;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00338.tif;50.7775;-167.077;-33.6592;-383.505;-163.026;254.216;-382.221;-19.632;254.135;-460.995;-162.401;133.558;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00339.tif;50.6334;-167.077;-33.8756;-382.417;-163.026;255.851;-381.133;-19.632;255.765;-460.42;-162.401;135.524;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00340.tif;50.4883;-167.077;-34.0914;-381.321;-163.026;257.481;-380.038;-19.632;257.389;-459.838;-162.401;137.488;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00341.tif;50.3424;-167.077;-34.3066;-380.218;-163.026;259.106;-378.936;-19.632;259.009;-459.247;-162.401;139.45;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00342.tif;50.1955;-167.077;-34.5212;-379.109;-163.026;260.727;-377.827;-19.632;260.624;-458.647;-162.401;141.409;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00343.tif;50.0477;-167.077;-34.7351;-377.993;-163.026;262.343;-376.711;-19.632;262.234;-458.039;-162.401;143.365;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00344.tif;49.8989;-167.077;-34.9485;-376.869;-163.026;263.954;-375.588;-19.632;263.84;-457.423;-162.401;145.319;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00345.tif;49.7493;-167.077;-35.1611;-375.739;-163.026;265.56;-374.458;-19.632;265.441;-456.799;-162.401;147.27;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00346.tif;49.5988;-167.077;-35.3732;-374.602;-163.026;267.161;-373.322;-19.632;267.037;-456.166;-162.401;149.219;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00347.tif;49.4473;-167.077;-35.5846;-373.459;-163.026;268.758;-372.179;-19.632;268.628;-455.525;-162.401;151.164;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00348.tif;49.295;-167.077;-35.7953;-372.308;-163.026;270.35;-371.029;-19.632;270.214;-454.876;-162.401;153.107;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00349.tif;49.1417;-167.077;-36.0054;-371.151;-163.026;271.936;-369.872;-19.632;271.795;-454.218;-162.401;155.048;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00350.tif;48.9876;-167.077;-36.2148;-369.986;-163.026;273.518;-368.708;-19.632;273.372;-453.552;-162.401;156.985;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00351.tif;48.8326;-167.077;-36.4236;-368.816;-163.026;275.095;-367.538;-19.632;274.943;-452.878;-162.401;158.92;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00352.tif;48.6767;-167.077;-36.6317;-367.638;-163.026;276.667;-366.361;-19.632;276.509;-452.195;-162.401;160.851;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00353.tif;48.5199;-167.077;-36.8391;-366.454;-163.026;278.233;-365.178;-19.632;278.071;-451.505;-162.401;162.78;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00354.tif;48.3622;-167.077;-37.0459;-365.263;-163.026;279.795;-363.987;-19.632;279.627;-450.806;-162.401;164.706;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00355.tif;48.2036;-167.077;-37.252;-364.065;-163.026;281.352;-362.79;-19.632;281.178;-450.099;-162.401;166.628;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00356.tif;48.0441;-167.077;-37.4574;-362.861;-163.026;282.903;-361.587;-19.632;282.724;-449.383;-162.401;168.548;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00357.tif;47.8838;-167.077;-37.6621;-361.65;-163.026;284.449;-360.377;-19.632;284.265;-448.66;-162.401;170.465;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00358.tif;47.7226;-167.077;-37.8662;-360.433;-163.026;285.99;-359.16;-19.632;285.8;-447.928;-162.401;172.378;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00359.tif;47.5606;-167.077;-38.0696;-359.208;-163.026;287.526;-357.937;-19.632;287.331;-447.188;-162.401;174.289;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00360.tif;47.3976;-167.077;-38.2722;-357.978;-163.026;289.057;-356.707;-19.632;288.856;-446.44;-162.401;176.196;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00361.tif;47.2338;-167.077;-38.4742;-356.741;-163.026;290.582;-355.471;-19.632;290.376;-445.684;-162.401;178.1;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00362.tif;47.0692;-167.077;-38.6754;-355.497;-163.026;292.102;-354.228;-19.632;291.891;-444.92;-162.401;180.001;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00363.tif;46.9037;-167.077;-38.876;-354.247;-163.026;293.617;-352.979;-19.632;293.4;-444.147;-162.401;181.898;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00364.tif;46.7373;-167.077;-39.0759;-352.991;-163.026;295.127;-351.724;-19.632;294.904;-443.367;-162.401;183.792;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00365.tif;46.5701;-167.077;-39.275;-351.728;-163.026;296.631;-350.462;-19.632;296.403;-442.578;-162.401;185.683;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00366.tif;46.402;-167.077;-39.4734;-350.458;-163.026;298.129;-349.193;-19.632;297.896;-441.782;-162.401;187.571;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00367.tif;46.2331;-167.077;-39.6711;-349.183;-163.026;299.622;-347.919;-19.632;299.384;-440.977;-162.401;189.455;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00368.tif;46.0634;-167.077;-39.8681;-347.901;-163.026;301.11;-346.638;-19.632;300.866;-440.164;-162.401;191.335;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00369.tif;45.8928;-167.077;-40.0644;-346.612;-163.026;302.592;-345.35;-19.632;302.343;-439.344;-162.401;193.212;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00370.tif;45.7213;-167.077;-40.2599;-345.317;-163.026;304.069;-344.056;-19.632;303.814;-438.515;-162.401;195.086;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00371.tif;45.5491;-167.077;-40.4547;-344.016;-163.026;305.54;-342.756;-19.632;305.28;-437.678;-162.401;196.956;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00372.tif;45.376;-167.077;-40.6487;-342.709;-163.026;307.006;-341.45;-19.632;306.74;-436.833;-162.401;198.822;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00373.tif;45.2021;-167.077;-40.8421;-341.395;-163.026;308.466;-340.138;-19.632;308.195;-435.981;-162.401;200.685;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00374.tif;45.0273;-167.077;-41.0346;-340.076;-163.026;309.921;-338.819;-19.632;309.644;-435.12;-162.401;202.544;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00375.tif;44.8517;-167.077;-41.2264;-338.75;-163.026;311.369;-337.495;-19.632;311.087;-434.252;-162.401;204.399;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00376.tif;44.6754;-167.077;-41.4175;-337.417;-163.026;312.812;-336.164;-19.632;312.525;-433.375;-162.401;206.251;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00377.tif;44.4982;-167.077;-41.6078;-336.079;-163.026;314.25;-334.826;-19.632;313.957;-432.491;-162.401;208.099;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00378.tif;44.3202;-167.077;-41.7974;-334.735;-163.026;315.681;-333.483;-19.632;315.384;-431.599;-162.401;209.943;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00379.tif;44.1413;-167.077;-41.9862;-333.384;-163.026;317.107;-332.134;-19.632;316.804;-430.699;-162.401;211.784;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00380.tif;43.9617;-167.077;-42.1742;-332.028;-163.026;318.528;-330.779;-19.632;318.219;-429.791;-162.401;213.62;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00381.tif;43.7813;-167.077;-42.3615;-330.665;-163.026;319.942;-329.417;-19.632;319.628;-428.875;-162.401;215.453;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00382.tif;43.6001;-167.077;-42.548;-329.296;-163.026;321.35;-328.05;-19.632;321.031;-427.951;-162.401;217.282;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00383.tif;43.4181;-167.077;-42.7337;-327.922;-163.026;322.753;-326.677;-19.632;322.428;-427.02;-162.401;219.106;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00384.tif;43.2353;-167.077;-42.9186;-326.541;-163.026;324.15;-325.298;-19.632;323.82;-426.081;-162.401;220.927;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00385.tif;43.0517;-167.077;-43.1028;-325.154;-163.026;325.541;-323.912;-19.632;325.206;-425.134;-162.401;222.744;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00386.tif;42.8673;-167.077;-43.2862;-323.762;-163.026;326.926;-322.521;-19.632;326.585;-424.179;-162.401;224.556;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00387.tif;42.6821;-167.077;-43.4688;-322.363;-163.026;328.305;-321.124;-19.632;327.959;-423.217;-162.401;226.365;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00388.tif;42.4962;-167.077;-43.6505;-320.959;-163.026;329.678;-319.722;-19.632;329.327;-422.247;-162.401;228.169;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00389.tif;42.3095;-167.077;-43.8315;-319.549;-163.026;331.045;-318.313;-19.632;330.688;-421.269;-162.401;229.97;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00390.tif;42.122;-167.077;-44.0117;-318.133;-163.026;332.406;-316.899;-19.632;332.044;-420.284;-162.401;231.766;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00391.tif;41.9338;-167.077;-44.1911;-316.711;-163.026;333.761;-315.478;-19.632;333.394;-419.291;-162.401;233.557;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00392.tif;41.7448;-167.077;-44.3697;-315.284;-163.026;335.109;-314.052;-19.632;334.737;-418.29;-162.401;235.345;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00393.tif;41.555;-167.077;-44.5475;-313.851;-163.026;336.452;-312.621;-19.632;336.075;-417.282;-162.401;237.128;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00394.tif;41.3645;-167.077;-44.7245;-312.412;-163.026;337.789;-311.183;-19.632;337.406;-416.266;-162.401;238.907;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00395.tif;41.1732;-167.077;-44.9006;-310.967;-163.026;339.119;-309.74;-19.632;338.731;-415.242;-162.401;240.682;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00396.tif;40.9812;-167.077;-45.076;-309.516;-163.026;340.443;-308.292;-19.632;340.05;-414.211;-162.401;242.452;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00397.tif;40.7884;-167.077;-45.2505;-308.061;-163.026;341.761;-306.837;-19.632;341.363;-413.172;-162.401;244.218;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00398.tif;40.5949;-167.077;-45.4242;-306.599;-163.026;343.073;-305.377;-19.632;342.67;-412.126;-162.401;245.979;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00399.tif;40.4006;-167.077;-45.597;-305.132;-163.026;344.379;-303.912;-19.632;343.97;-411.072;-162.401;247.736;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00400.tif;40.2056;-167.077;-45.7691;-303.659;-163.026;345.678;-302.441;-19.632;345.264;-410.011;-162.401;249.489;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00401.tif;40.0099;-167.077;-45.9403;-302.181;-163.026;346.971;-300.964;-19.632;346.552;-408.942;-162.401;251.237;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00402.tif;39.8134;-167.077;-46.1106;-300.697;-163.026;348.258;-299.483;-19.632;347.833;-407.866;-162.401;252.98;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00403.tif;39.6162;-167.077;-46.2801;-299.208;-163.026;349.538;-297.995;-19.632;349.109;-406.783;-162.401;254.718;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00404.tif;39.4183;-167.077;-46.4488;-297.713;-163.026;350.812;-296.502;-19.632;350.377;-405.692;-162.401;256.452;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00405.tif;39.2197;-167.077;-46.6167;-296.213;-163.026;352.08;-295.004;-19.632;351.64;-404.593;-162.401;258.182;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00406.tif;39.0204;-167.077;-46.7836;-294.707;-163.026;353.341;-293.5;-19.632;352.896;-403.488;-162.401;259.907;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00407.tif;38.8203;-167.077;-46.9498;-293.196;-163.026;354.596;-291.991;-19.632;354.145;-402.375;-162.401;261.626;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00408.tif;38.6196;-167.077;-47.1151;-291.68;-163.026;355.844;-290.477;-19.632;355.389;-401.254;-162.401;263.342;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00409.tif;38.4181;-167.077;-47.2795;-290.159;-163.026;357.086;-288.957;-19.632;356.625;-400.127;-162.401;265.052;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00410.tif;38.2159;-167.077;-47.443;-288.632;-163.026;358.321;-287.433;-19.632;357.855;-398.992;-162.401;266.757;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00411.tif;38.0131;-167.077;-47.6057;-287.1;-163.026;359.55;-285.902;-19.632;359.079;-397.849;-162.401;268.458;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00412.tif;37.8095;-167.077;-47.7675;-285.562;-163.026;360.772;-284.367;-19.632;360.296;-396.7;-162.401;270.154;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00413.tif;37.6053;-167.077;-47.9285;-284.02;-163.026;361.987;-282.827;-19.632;361.507;-395.543;-162.401;271.845;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00414.tif;37.4004;-167.077;-48.0886;-282.472;-163.026;363.196;-281.281;-19.632;362.711;-394.379;-162.401;273.53;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00415.tif;37.1948;-167.077;-48.2478;-280.919;-163.026;364.399;-279.73;-19.632;363.908;-393.208;-162.401;275.211;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00416.tif;36.9885;-167.077;-48.4061;-279.361;-163.026;365.595;-278.174;-19.632;365.099;-392.03;-162.401;276.887;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00417.tif;36.7815;-167.077;-48.5635;-277.798;-163.026;366.784;-276.613;-19.632;366.283;-390.844;-162.401;278.558;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00418.tif;36.5739;-167.077;-48.7201;-276.23;-163.026;367.966;-275.047;-19.632;367.46;-389.652;-162.401;280.224;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00419.tif;36.3656;-167.077;-48.8758;-274.657;-163.026;369.142;-273.476;-19.632;368.631;-388.452;-162.401;281.885;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00420.tif;36.1567;-167.077;-49.0305;-273.079;-163.026;370.311;-271.9;-19.632;369.795;-387.245;-162.401;283.54;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00421.tif;35.947;-167.077;-49.1844;-271.495;-163.026;371.473;-270.319;-19.632;370.952;-386.031;-162.401;285.19;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00422.tif;35.7368;-167.077;-49.3374;-269.907;-163.026;372.629;-268.734;-19.632;372.102;-384.81;-162.401;286.836;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00423.tif;35.5259;-167.077;-49.4895;-268.314;-163.026;373.777;-267.143;-19.632;373.246;-383.583;-162.401;288.475;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00424.tif;35.3143;-167.077;-49.6407;-266.717;-163.026;374.919;-265.547;-19.632;374.383;-382.348;-162.401;290.11;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00425.tif;35.1021;-167.077;-49.791;-265.114;-163.026;376.054;-263.947;-19.632;375.513;-381.106;-162.401;291.74;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00426.tif;34.8892;-167.077;-49.9404;-263.506;-163.026;377.182;-262.342;-19.632;376.636;-379.857;-162.401;293.364;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00427.tif;34.6757;-167.077;-50.0888;-261.894;-163.026;378.304;-260.731;-19.632;377.753;-378.602;-162.401;294.982;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00428.tif;34.4616;-167.077;-50.2364;-260.277;-163.026;379.418;-259.117;-19.632;378.862;-377.339;-162.401;296.596;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00429.tif;34.2469;-167.077;-50.383;-258.655;-163.026;380.526;-257.497;-19.632;379.965;-376.07;-162.401;298.204;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00430.tif;34.0315;-167.077;-50.5287;-257.028;-163.026;381.626;-255.873;-19.632;381.06;-374.793;-162.401;299.806;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00431.tif;33.8155;-167.077;-50.6735;-255.397;-163.026;382.72;-254.244;-19.632;382.149;-373.51;-162.401;301.403;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00432.tif;33.5989;-167.077;-50.8174;-253.761;-163.026;383.807;-252.611;-19.632;383.231;-372.22;-162.401;302.995;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00433.tif;33.3817;-167.077;-50.9604;-252.12;-163.026;384.886;-250.972;-19.632;384.306;-370.923;-162.401;304.581;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00434.tif;33.1639;-167.077;-51.1024;-250.475;-163.026;385.959;-249.33;-19.632;385.373;-369.62;-162.401;306.161;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00435.tif;32.9454;-167.077;-51.2435;-248.825;-163.026;387.025;-247.683;-19.632;386.434;-368.31;-162.401;307.736;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00436.tif;32.7264;-167.077;-51.3837;-247.171;-163.026;388.083;-246.031;-19.632;387.488;-366.993;-162.401;309.306;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00437.tif;32.5068;-167.077;-51.5229;-245.512;-163.026;389.135;-244.375;-19.632;388.534;-365.669;-162.401;310.869;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00438.tif;32.2866;-167.077;-51.6612;-243.849;-163.026;390.179;-242.714;-19.632;389.574;-364.339;-162.401;312.427;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00439.tif;32.0658;-167.077;-51.7985;-242.181;-163.026;391.216;-241.049;-19.632;390.606;-363.002;-162.401;313.98;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00440.tif;31.8444;-167.077;-51.9349;-240.509;-163.026;392.247;-239.379;-19.632;391.632;-361.659;-162.401;315.526;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00441.tif;31.6224;-167.077;-52.0704;-238.833;-163.026;393.27;-237.706;-19.632;392.65;-360.309;-162.401;317.067;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00442.tif;31.3998;-167.077;-52.2049;-237.152;-163.026;394.285;-236.027;-19.632;393.661;-358.952;-162.401;318.602;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00443.tif;31.1767;-167.077;-52.3384;-235.467;-163.026;395.294;-234.345;-19.632;394.665;-357.589;-162.401;320.131;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00444.tif;30.953;-167.077;-52.471;-233.777;-163.026;396.296;-232.658;-19.632;395.662;-356.219;-162.401;321.655;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00445.tif;30.7288;-167.077;-52.6027;-232.084;-163.026;397.29;-230.967;-19.632;396.651;-354.843;-162.401;323.172;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00446.tif;30.504;-167.077;-52.7334;-230.386;-163.026;398.277;-229.272;-19.632;397.633;-353.46;-162.401;324.684;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00447.tif;30.2786;-167.077;-52.8631;-228.684;-163.026;399.257;-227.573;-19.632;398.608;-352.071;-162.401;326.19;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00448.tif;30.0527;-167.077;-52.9918;-226.977;-163.026;400.229;-225.869;-19.632;399.576;-350.675;-162.401;327.69;
