name;;source;;;Imager Center;;;Imager Top;;;Imager Right;;;
;x;y;z;x;y;z;x;y;z;x;y;z
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00708.tif;-34.0914;-167.077;-50.4883;257.481;-163.026;381.321;257.389;-19.632;380.038;137.488;-162.401;459.838;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00709.tif;-34.3066;-167.077;-50.3424;259.106;-163.026;380.218;259.009;-19.632;378.936;139.45;-162.401;459.247;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00710.tif;-34.5212;-167.077;-50.1955;260.727;-163.026;379.109;260.624;-19.632;377.827;141.409;-162.401;458.647;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00711.tif;-34.7351;-167.077;-50.0477;262.343;-163.026;377.993;262.234;-19.632;376.711;143.365;-162.401;458.039;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00712.tif;-34.9484;-167.077;-49.8989;263.954;-163.026;376.869;263.84;-19.632;375.588;145.319;-162.401;457.423;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00713.tif;-35.1611;-167.077;-49.7493;265.56;-163.026;375.739;265.441;-19.632;374.458;147.27;-162.401;456.799;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00714.tif;-35.3732;-167.077;-49.5988;267.161;-163.026;374.602;267.037;-19.632;373.322;149.219;-162.401;456.166;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00715.tif;-35.5846;-167.077;-49.4473;268.758;-163.026;373.459;268.628;-19.632;372.179;151.164;-162.401;455.525;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00716.tif;-35.7953;-167.077;-49.295;270.35;-163.026;372.308;270.214;-19.632;371.029;153.107;-162.401;454.876;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00717.tif;-36.0054;-167.077;-49.1417;271.936;-163.026;371.151;271.795;-19.632;369.872;155.048;-162.401;454.218;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00718.tif;-36.2148;-167.077;-48.9876;273.518;-163.026;369.986;273.372;-19.632;368.708;156.985;-162.401;453.552;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00719.tif;-36.4236;-167.077;-48.8326;275.095;-163.026;368.816;274.943;-19.632;367.538;158.92;-162.401;452.878;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00720.tif;-36.6317;-167.077;-48.6767;276.667;-163.026;367.638;276.509;-19.632;366.361;160.851;-162.401;452.195;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00721.tif;-36.8391;-167.077;-48.5199;278.233;-163.026;366.454;278.07;-19.632;365.178;162.78;-162.401;451.505;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00722.tif;-37.0459;-167.077;-48.3622;279.795;-163.026;365.263;279.627;-19.632;363.987;164.706;-162.401;450.806;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00723.tif;-37.252;-167.077;-48.2036;281.352;-163.026;364.065;281.178;-19.632;362.79;166.628;-162.401;450.099;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00724.tif;-37.4574;-167.077;-48.0442;282.903;-163.026;362.861;282.724;-19.632;361.587;168.548;-162.401;449.383;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00725.tif;-37.6621;-167.077;-47.8838;284.449;-163.026;361.65;284.265;-19.632;360.377;170.465;-162.401;448.66;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00726.tif;-37.8662;-167.077;-47.7226;285.99;-163.026;360.433;285.8;-19.632;359.16;172.378;-162.401;447.928;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00727.tif;-38.0696;-167.077;-47.5606;287.526;-163.026;359.208;287.331;-19.632;357.937;174.289;-162.401;447.188;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00728.tif;-38.2722;-167.077;-47.3976;289.057;-163.026;357.978;288.856;-19.632;356.707;176.196;-162.401;446.44;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00729.tif;-38.4742;-167.077;-47.2338;290.582;-163.026;356.741;290.376;-19.632;355.471;178.1;-162.401;445.684;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00730.tif;-38.6754;-167.077;-47.0692;292.102;-163.026;355.497;291.891;-19.632;354.228;180.001;-162.401;444.92;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00731.tif;-38.876;-167.077;-46.9037;293.617;-163.026;354.247;293.4;-19.632;352.979;181.898;-162.401;444.147;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00732.tif;-39.0758;-167.077;-46.7373;295.127;-163.026;352.991;294.904;-19.632;351.724;183.792;-162.401;443.367;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00733.tif;-39.275;-167.077;-46.5701;296.631;-163.026;351.728;296.403;-19.632;350.462;185.683;-162.401;442.578;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00734.tif;-39.4734;-167.077;-46.402;298.129;-163.026;350.458;297.896;-19.632;349.193;187.571;-162.401;441.782;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00735.tif;-39.6711;-167.077;-46.2331;299.622;-163.026;349.183;299.384;-19.632;347.919;189.455;-162.401;440.977;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00736.tif;-39.8681;-167.077;-46.0633;301.11;-163.026;347.901;300.866;-19.632;346.638;191.335;-162.401;440.164;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00737.tif;-40.0644;-167.077;-45.8928;302.592;-163.026;346.612;302.343;-19.632;345.35;193.212;-162.401;439.344;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00738.tif;-40.2599;-167.077;-45.7213;304.069;-163.026;345.317;303.814;-19.632;344.056;195.086;-162.401;438.515;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00739.tif;-40.4547;-167.077;-45.5491;305.54;-163.026;344.016;305.28;-19.632;342.756;196.956;-162.401;437.678;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00740.tif;-40.6487;-167.077;-45.376;307.006;-163.026;342.709;306.74;-19.632;341.45;198.822;-162.401;436.833;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00741.tif;-40.842;-167.077;-45.202;308.466;-163.026;341.395;308.195;-19.632;340.138;200.685;-162.401;435.981;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00742.tif;-41.0346;-167.077;-45.0273;309.92;-163.026;340.076;309.644;-19.632;338.819;202.544;-162.401;435.12;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00743.tif;-41.2264;-167.077;-44.8517;311.369;-163.026;338.75;311.087;-19.632;337.495;204.399;-162.401;434.252;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00744.tif;-41.4175;-167.077;-44.6753;312.812;-163.026;337.417;312.525;-19.632;336.164;206.251;-162.401;433.375;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00745.tif;-41.6078;-167.077;-44.4982;314.25;-163.026;336.079;313.957;-19.632;334.826;208.099;-162.401;432.491;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00746.tif;-41.7974;-167.077;-44.3202;315.681;-163.026;334.735;315.384;-19.632;333.483;209.943;-162.401;431.599;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00747.tif;-41.9862;-167.077;-44.1413;317.107;-163.026;333.384;316.804;-19.632;332.134;211.784;-162.401;430.699;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00748.tif;-42.1742;-167.077;-43.9617;318.528;-163.026;332.028;318.219;-19.632;330.779;213.62;-162.401;429.791;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00749.tif;-42.3615;-167.077;-43.7813;319.942;-163.026;330.665;319.628;-19.632;329.417;215.453;-162.401;428.875;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00750.tif;-42.548;-167.077;-43.6001;321.35;-163.026;329.296;321.031;-19.632;328.05;217.282;-162.401;427.951;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00751.tif;-42.7337;-167.077;-43.4181;322.753;-163.026;327.922;322.429;-19.632;326.677;219.106;-162.401;427.02;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00752.tif;-42.9186;-167.077;-43.2353;324.15;-163.026;326.541;323.82;-19.632;325.298;220.927;-162.401;426.081;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00753.tif;-43.1028;-167.077;-43.0517;325.541;-163.026;325.154;325.205;-19.632;323.912;222.744;-162.401;425.134;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00754.tif;-43.2862;-167.077;-42.8673;326.926;-163.026;323.762;326.585;-19.632;322.521;224.556;-162.401;424.179;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00755.tif;-43.4688;-167.077;-42.6822;328.305;-163.026;322.363;327.959;-19.632;321.124;226.365;-162.401;423.217;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00756.tif;-43.6505;-167.077;-42.4962;329.678;-163.026;320.959;329.327;-19.632;319.722;228.169;-162.401;422.247;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00757.tif;-43.8315;-167.077;-42.3095;331.045;-163.026;319.549;330.688;-19.632;318.313;229.97;-162.401;421.269;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00758.tif;-44.0117;-167.077;-42.122;332.406;-163.026;318.133;332.044;-19.632;316.899;231.766;-162.401;420.284;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00759.tif;-44.1911;-167.077;-41.9338;333.76;-163.026;316.711;333.394;-19.632;315.478;233.557;-162.401;419.291;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00760.tif;-44.3697;-167.077;-41.7448;335.109;-163.026;315.284;334.737;-19.632;314.052;235.345;-162.401;418.29;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00761.tif;-44.5475;-167.077;-41.555;336.452;-163.026;313.851;336.075;-19.632;312.621;237.128;-162.401;417.282;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00762.tif;-44.7245;-167.077;-41.3645;337.789;-163.026;312.412;337.406;-19.632;311.183;238.907;-162.401;416.266;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00763.tif;-44.9006;-167.077;-41.1732;339.119;-163.026;310.967;338.731;-19.632;309.74;240.682;-162.401;415.242;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00764.tif;-45.076;-167.077;-40.9812;340.443;-163.026;309.516;340.05;-19.632;308.292;242.452;-162.401;414.211;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00765.tif;-45.2505;-167.077;-40.7884;341.761;-163.026;308.061;341.363;-19.632;306.837;244.218;-162.401;413.172;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00766.tif;-45.4242;-167.077;-40.5949;343.073;-163.026;306.599;342.67;-19.632;305.377;245.979;-162.401;412.126;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00767.tif;-45.597;-167.077;-40.4006;344.379;-163.026;305.132;343.97;-19.632;303.912;247.736;-162.401;411.072;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00768.tif;-45.7691;-167.077;-40.2056;345.678;-163.026;303.659;345.264;-19.632;302.441;249.489;-162.401;410.011;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00769.tif;-45.9403;-167.077;-40.0099;346.971;-163.026;302.181;346.552;-19.632;300.965;251.237;-162.401;408.942;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00770.tif;-46.1106;-167.077;-39.8134;348.258;-163.026;300.697;347.833;-19.632;299.483;252.98;-162.401;407.866;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00771.tif;-46.2802;-167.077;-39.6162;349.538;-163.026;299.208;349.109;-19.632;297.995;254.718;-162.401;406.783;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00772.tif;-46.4488;-167.077;-39.4183;350.812;-163.026;297.713;350.377;-19.632;296.502;256.452;-162.401;405.692;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00773.tif;-46.6167;-167.077;-39.2197;352.08;-163.026;296.213;351.64;-19.632;295.004;258.182;-162.401;404.593;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00774.tif;-46.7836;-167.077;-39.0204;353.341;-163.026;294.707;352.896;-19.632;293.5;259.906;-162.401;403.488;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00775.tif;-46.9498;-167.077;-38.8203;354.596;-163.026;293.196;354.145;-19.632;291.991;261.626;-162.401;402.375;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00776.tif;-47.1151;-167.077;-38.6196;355.844;-163.026;291.68;355.389;-19.632;290.477;263.341;-162.401;401.254;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00777.tif;-47.2795;-167.077;-38.4181;357.086;-163.026;290.159;356.625;-19.632;288.957;265.052;-162.401;400.127;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00778.tif;-47.443;-167.077;-38.2159;358.321;-163.026;288.632;357.855;-19.632;287.433;266.757;-162.401;398.992;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00779.tif;-47.6057;-167.077;-38.0131;359.55;-163.026;287.1;359.079;-19.632;285.902;268.458;-162.401;397.849;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00780.tif;-47.7675;-167.077;-37.8095;360.772;-163.026;285.562;360.296;-19.632;284.367;270.154;-162.401;396.7;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00781.tif;-47.9285;-167.077;-37.6053;361.987;-163.026;284.02;361.507;-19.632;282.827;271.845;-162.401;395.543;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00782.tif;-48.0886;-167.077;-37.4004;363.196;-163.026;282.472;362.711;-19.632;281.281;273.53;-162.401;394.379;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00783.tif;-48.2478;-167.077;-37.1948;364.399;-163.026;280.919;363.908;-19.632;279.73;275.211;-162.401;393.208;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00784.tif;-48.4061;-167.077;-36.9885;365.595;-163.026;279.361;365.099;-19.632;278.174;276.887;-162.401;392.03;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00785.tif;-48.5635;-167.077;-36.7815;366.784;-163.026;277.798;366.283;-19.632;276.613;278.558;-162.401;390.844;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00786.tif;-48.7201;-167.077;-36.5739;367.966;-163.026;276.23;367.46;-19.632;275.047;280.224;-162.401;389.652;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00787.tif;-48.8758;-167.077;-36.3656;369.142;-163.026;274.657;368.631;-19.632;273.476;281.884;-162.401;388.452;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00788.tif;-49.0305;-167.077;-36.1566;370.311;-163.026;273.079;369.795;-19.632;271.9;283.54;-162.401;387.245;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00789.tif;-49.1844;-167.077;-35.947;371.473;-163.026;271.496;370.952;-19.632;270.319;285.19;-162.401;386.031;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00790.tif;-49.3374;-167.077;-35.7368;372.629;-163.026;269.907;372.102;-19.632;268.734;286.835;-162.401;384.81;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00791.tif;-49.4895;-167.077;-35.5259;373.777;-163.026;268.314;373.246;-19.632;267.143;288.475;-162.401;383.583;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00792.tif;-49.6407;-167.077;-35.3143;374.919;-163.026;266.717;374.383;-19.632;265.547;290.11;-162.401;382.348;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00793.tif;-49.791;-167.077;-35.1021;376.054;-163.026;265.114;375.513;-19.632;263.947;291.74;-162.401;381.106;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00794.tif;-49.9404;-167.077;-34.8892;377.182;-163.026;263.506;376.636;-19.632;262.342;293.364;-162.401;379.857;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00795.tif;-50.0888;-167.077;-34.6757;378.304;-163.026;261.894;377.753;-19.632;260.731;294.982;-162.401;378.602;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00796.tif;-50.2364;-167.077;-34.4616;379.418;-163.026;260.277;378.862;-19.632;259.117;296.596;-162.401;377.339;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00797.tif;-50.383;-167.077;-34.2469;380.526;-163.026;258.655;379.965;-19.632;257.497;298.204;-162.401;376.07;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00798.tif;-50.5288;-167.077;-34.0315;381.626;-163.026;257.028;381.06;-19.632;255.873;299.806;-162.401;374.793;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00799.tif;-50.6736;-167.077;-33.8155;382.72;-163.026;255.397;382.149;-19.632;254.244;301.403;-162.401;373.51;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00800.tif;-50.8174;-167.077;-33.5989;383.807;-163.026;253.761;383.231;-19.632;252.611;302.995;-162.401;372.22;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00801.tif;-50.9604;-167.077;-33.3817;384.886;-163.026;252.12;384.306;-19.632;250.972;304.581;-162.401;370.923;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00802.tif;-51.1024;-167.077;-33.1639;385.959;-163.026;250.475;385.373;-19.632;249.33;306.161;-162.401;369.62;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00803.tif;-51.2435;-167.077;-32.9454;387.025;-163.026;248.825;386.434;-19.632;247.683;307.736;-162.401;368.31;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00804.tif;-51.3837;-167.077;-32.7264;388.083;-163.026;247.171;387.488;-19.632;246.031;309.306;-162.401;366.993;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00805.tif;-51.5229;-167.077;-32.5068;389.135;-163.026;245.512;388.534;-19.632;244.375;310.869;-162.401;365.669;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00806.tif;-51.6612;-167.077;-32.2866;390.179;-163.026;243.849;389.574;-19.632;242.714;312.427;-162.401;364.339;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00807.tif;-51.7985;-167.077;-32.0658;391.216;-163.026;242.181;390.606;-19.632;241.049;313.98;-162.401;363.002;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00808.tif;-51.9349;-167.077;-31.8444;392.247;-163.026;240.509;391.632;-19.632;239.379;315.526;-162.401;361.659;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00809.tif;-52.0703;-167.077;-31.6224;393.269;-163.026;238.833;392.65;-19.632;237.706;317.067;-162.401;360.309;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00810.tif;-52.2049;-167.077;-31.3999;394.285;-163.026;237.152;393.661;-19.632;236.027;318.602;-162.401;358.952;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00811.tif;-52.3384;-167.077;-31.1767;395.294;-163.026;235.467;394.665;-19.632;234.345;320.131;-162.401;357.589;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00812.tif;-52.471;-167.077;-30.953;396.296;-163.026;233.777;395.662;-19.632;232.658;321.655;-162.401;356.219;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00813.tif;-52.6027;-167.077;-30.7288;397.29;-163.026;232.084;396.651;-19.632;230.967;323.172;-162.401;354.843;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00814.tif;-52.7334;-167.077;-30.504;398.277;-163.026;230.386;397.633;-19.632;229.272;324.684;-162.401;353.46;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00815.tif;-52.8631;-167.077;-30.2786;399.257;-163.026;228.684;398.608;-19.632;227.573;326.19;-162.401;352.071;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00816.tif;-52.9918;-167.077;-30.0527;400.229;-163.026;226.977;399.576;-19.632;225.869;327.69;-162.401;350.675;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00817.tif;-53.1196;-167.077;-29.8262;401.194;-163.026;225.267;400.537;-19.632;224.161;329.184;-162.401;349.273;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00818.tif;-53.2465;-167.077;-29.5992;402.152;-163.026;223.552;401.49;-19.632;222.45;330.671;-162.401;347.865;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00819.tif;-53.3723;-167.077;-29.3716;403.103;-163.026;221.834;402.436;-19.632;220.734;332.153;-162.401;346.45;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00820.tif;-53.4972;-167.077;-29.1436;404.046;-163.026;220.111;403.374;-19.632;219.014;333.629;-162.401;345.03;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00821.tif;-53.6211;-167.077;-28.915;404.982;-163.026;218.385;404.305;-19.632;217.29;335.099;-162.401;343.602;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00822.tif;-53.744;-167.077;-28.6858;405.91;-163.026;216.654;405.229;-19.632;215.563;336.562;-162.401;342.169;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00823.tif;-53.866;-167.077;-28.4561;406.831;-163.026;214.919;406.146;-19.632;213.831;338.02;-162.401;340.729;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00824.tif;-53.987;-167.077;-28.226;407.745;-163.026;213.181;407.055;-19.632;212.095;339.471;-162.401;339.283;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00825.tif;-54.107;-167.077;-27.9953;408.651;-163.026;211.438;407.956;-19.632;210.356;340.916;-162.401;337.831;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00826.tif;-54.226;-167.077;-27.7641;409.55;-163.026;209.692;408.85;-19.632;208.613;342.355;-162.401;336.373;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00827.tif;-54.344;-167.077;-27.5324;410.441;-163.026;207.942;409.737;-19.632;206.866;343.788;-162.401;334.909;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00828.tif;-54.461;-167.077;-27.3001;411.325;-163.026;206.188;410.616;-19.632;205.115;345.214;-162.401;333.438;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00829.tif;-54.577;-167.077;-27.0674;412.202;-163.026;204.431;411.488;-19.632;203.36;346.634;-162.401;331.961;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00830.tif;-54.6921;-167.077;-26.8342;413.071;-163.026;202.669;412.352;-19.632;201.602;348.048;-162.401;330.479;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00831.tif;-54.8061;-167.077;-26.6005;413.932;-163.026;200.904;413.209;-19.632;199.84;349.456;-162.401;328.99;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00832.tif;-54.9192;-167.077;-26.3663;414.786;-163.026;199.136;414.058;-19.632;198.075;350.857;-162.401;327.496;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00833.tif;-55.0312;-167.077;-26.1317;415.632;-163.026;197.363;414.9;-19.632;196.305;352.251;-162.401;325.995;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00834.tif;-55.1423;-167.077;-25.8965;416.471;-163.026;195.587;415.734;-19.632;194.533;353.64;-162.401;324.488;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00835.tif;-55.2523;-167.077;-25.6609;417.302;-163.026;193.808;416.561;-19.632;192.756;355.022;-162.401;322.976;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00836.tif;-55.3613;-167.077;-25.4249;418.125;-163.026;192.025;417.38;-19.632;190.976;356.397;-162.401;321.458;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00837.tif;-55.4693;-167.077;-25.1883;418.941;-163.026;190.239;418.191;-19.632;189.193;357.766;-162.401;319.933;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00838.tif;-55.5763;-167.077;-24.9513;419.749;-163.026;188.449;418.995;-19.632;187.406;359.128;-162.401;318.403;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00839.tif;-55.6823;-167.077;-24.7139;420.55;-163.026;186.655;419.791;-19.632;185.616;360.484;-162.401;316.868;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00840.tif;-55.7873;-167.077;-24.476;421.343;-163.026;184.858;420.58;-19.632;183.823;361.833;-162.401;315.326;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00841.tif;-55.8913;-167.077;-24.2376;422.128;-163.026;183.058;421.36;-19.632;182.026;363.176;-162.401;313.779;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00842.tif;-55.9942;-167.077;-23.9988;422.905;-163.026;181.255;422.133;-19.632;180.225;364.512;-162.401;312.226;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00843.tif;-56.0962;-167.077;-23.7596;423.675;-163.026;179.448;422.899;-19.632;178.422;365.841;-162.401;310.667;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_00844.tif;-56.1971;-167.077;-23.5199;424.437;-163.026;177.638;423.657;-19.632;176.615;367.164;-162.401;309.102;
