name;;source;;;Imager Center;;;Imager Top;;;Imager Right;;;
;x;y;z;x;y;z;x;y;z;x;y;z
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00136.tif;212.079;-147.67;221.15;-346.641;-141.345;-361.467;-346.152;74.0461;-359.598;-269.074;-140.877;-435.75;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00137.tif;213.316;-147.67;219.957;-348.663;-141.345;-359.517;-348.164;74.0462;-357.65;-271.514;-140.877;-434.234;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00138.tif;214.547;-147.67;218.757;-350.675;-141.345;-357.555;-350.165;74.0462;-355.692;-273.946;-140.877;-432.704;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00139.tif;215.771;-147.67;217.55;-352.675;-141.345;-355.583;-352.155;74.0462;-353.722;-276.369;-140.877;-431.16;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00140.tif;216.988;-147.67;216.336;-354.664;-141.345;-353.598;-354.133;74.0462;-351.741;-278.784;-140.877;-429.603;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00141.tif;218.198;-147.67;215.115;-356.642;-141.345;-351.603;-356.101;74.0462;-349.748;-281.189;-140.877;-428.032;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00142.tif;219.401;-147.67;213.888;-358.609;-141.345;-349.597;-358.058;74.0462;-347.745;-283.586;-140.877;-426.448;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00143.tif;220.598;-147.67;212.653;-360.565;-141.345;-347.58;-360.003;74.0462;-345.731;-285.974;-140.877;-424.85;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00144.tif;221.787;-147.67;211.413;-362.509;-141.345;-345.551;-361.937;74.0462;-343.706;-288.353;-140.877;-423.239;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00145.tif;222.97;-147.67;210.165;-364.442;-141.345;-343.512;-363.859;74.0462;-341.67;-290.723;-140.877;-421.615;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00146.tif;224.145;-147.67;208.911;-366.363;-141.345;-341.462;-365.77;74.0461;-339.623;-293.083;-140.877;-419.977;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00147.tif;225.314;-147.67;207.65;-368.273;-141.345;-339.402;-367.67;74.0462;-337.566;-295.435;-140.877;-418.327;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00148.tif;226.475;-147.67;206.383;-370.171;-141.345;-337.33;-369.558;74.0461;-335.498;-297.777;-140.877;-416.663;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00149.tif;227.63;-147.67;205.109;-372.058;-141.345;-335.248;-371.434;74.0462;-333.42;-300.11;-140.877;-414.986;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00150.tif;228.777;-147.67;203.829;-373.933;-141.345;-333.156;-373.299;74.0461;-331.331;-302.433;-140.877;-413.295;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00151.tif;229.916;-147.67;202.542;-375.796;-141.345;-331.053;-375.152;74.0461;-329.231;-304.747;-140.877;-411.592;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00152.tif;231.049;-147.67;201.249;-377.647;-141.345;-328.94;-376.993;74.0462;-327.121;-307.051;-140.877;-409.876;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00153.tif;232.174;-147.67;199.95;-379.487;-141.345;-326.816;-378.822;74.0462;-325.001;-309.346;-140.877;-408.147;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00154.tif;233.293;-147.67;198.644;-381.314;-141.345;-324.682;-380.639;74.0462;-322.871;-311.631;-140.877;-406.405;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00155.tif;234.403;-147.67;197.332;-383.129;-141.345;-322.537;-382.444;74.0462;-320.731;-313.906;-140.877;-404.651;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00156.tif;235.507;-147.67;196.014;-384.933;-141.345;-320.383;-384.238;74.0461;-318.58;-316.171;-140.877;-402.883;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00157.tif;236.603;-147.67;194.69;-386.724;-141.345;-318.219;-386.019;74.0461;-316.42;-318.426;-140.877;-401.103;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00158.tif;237.691;-147.67;193.36;-388.503;-141.345;-316.044;-387.788;74.0462;-314.249;-320.671;-140.877;-399.311;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00159.tif;238.772;-147.67;192.023;-390.27;-141.345;-313.86;-389.545;74.0462;-312.069;-322.906;-140.877;-397.505;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00160.tif;239.845;-147.67;190.681;-392.025;-141.345;-311.665;-391.289;74.0462;-309.878;-325.131;-140.877;-395.688;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00161.tif;240.911;-147.67;189.332;-393.767;-141.345;-309.461;-393.021;74.0461;-307.678;-327.346;-140.877;-393.857;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00162.tif;241.97;-147.67;187.978;-395.497;-141.345;-307.247;-394.741;74.0462;-305.469;-329.55;-140.877;-392.015;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00163.tif;243.02;-147.67;186.617;-397.214;-141.345;-305.024;-396.449;74.0462;-303.25;-331.744;-140.877;-390.16;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00164.tif;244.064;-147.67;185.251;-398.919;-141.345;-302.791;-398.144;74.0462;-301.021;-333.928;-140.877;-388.293;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00165.tif;245.099;-147.67;183.879;-400.612;-141.345;-300.548;-399.826;74.0462;-298.782;-336.101;-140.877;-386.413;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00166.tif;246.127;-147.67;182.501;-402.291;-141.345;-298.296;-401.496;74.0462;-296.535;-338.263;-140.877;-384.522;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00167.tif;247.147;-147.67;181.117;-403.958;-141.345;-296.034;-403.153;74.0462;-294.278;-340.415;-140.877;-382.618;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00168.tif;248.159;-147.67;179.728;-405.613;-141.345;-293.763;-404.798;74.0462;-292.011;-342.556;-140.877;-380.702;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00169.tif;249.163;-147.67;178.333;-407.254;-141.345;-291.483;-406.43;74.0462;-289.736;-344.686;-140.877;-378.775;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00170.tif;250.16;-147.67;176.932;-408.883;-141.345;-289.194;-408.049;74.0462;-287.451;-346.806;-140.877;-376.835;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00171.tif;251.148;-147.67;175.526;-410.499;-141.345;-286.896;-409.655;74.0462;-285.158;-348.914;-140.877;-374.883;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00172.tif;252.129;-147.67;174.115;-412.102;-141.345;-284.588;-411.248;74.0461;-282.855;-351.012;-140.877;-372.92;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00173.tif;253.102;-147.67;172.697;-413.692;-141.345;-282.272;-412.828;74.0462;-280.543;-353.098;-140.877;-370.945;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00174.tif;254.067;-147.67;171.275;-415.269;-141.345;-279.947;-414.396;74.0462;-278.223;-355.174;-140.877;-368.958;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00175.tif;255.024;-147.67;169.847;-416.833;-141.345;-277.613;-415.95;74.0461;-275.894;-357.238;-140.877;-366.96;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00176.tif;255.972;-147.67;168.413;-418.384;-141.345;-275.27;-417.491;74.0461;-273.556;-359.291;-140.877;-364.95;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00177.tif;256.913;-147.67;166.975;-419.922;-141.345;-272.918;-419.019;74.0461;-271.21;-361.333;-140.877;-362.929;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00178.tif;257.846;-147.67;165.531;-421.446;-141.345;-270.558;-420.534;74.0462;-268.855;-363.363;-140.877;-360.896;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00179.tif;258.77;-147.67;164.082;-422.957;-141.345;-268.19;-422.036;74.0462;-266.491;-365.382;-140.877;-358.852;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00180.tif;259.687;-147.67;162.628;-424.455;-141.345;-265.813;-423.524;74.0462;-264.12;-367.39;-140.877;-356.797;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00181.tif;260.595;-147.67;161.168;-425.94;-141.345;-263.427;-424.999;74.0462;-261.739;-369.385;-140.877;-354.73;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00182.tif;261.495;-147.67;159.704;-427.411;-141.345;-261.034;-426.461;74.0462;-259.351;-371.37;-140.877;-352.652;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00183.tif;262.387;-147.67;158.234;-428.868;-141.345;-258.632;-427.909;74.0462;-256.955;-373.342;-140.877;-350.563;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00184.tif;263.27;-147.67;156.76;-430.313;-141.345;-256.222;-429.344;74.0462;-254.55;-375.303;-140.877;-348.463;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00185.tif;264.146;-147.67;155.28;-431.743;-141.345;-253.804;-430.765;74.0461;-252.137;-377.252;-140.877;-346.352;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00186.tif;265.013;-147.67;153.796;-433.16;-141.345;-251.378;-432.173;74.0461;-249.717;-379.189;-140.877;-344.23;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00187.tif;265.871;-147.67;152.307;-434.564;-141.345;-248.944;-433.567;74.0462;-247.288;-381.114;-140.877;-342.098;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00188.tif;266.722;-147.67;150.813;-435.953;-141.345;-246.502;-434.947;74.0461;-244.852;-383.027;-140.877;-339.954;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00189.tif;267.563;-147.67;149.314;-437.329;-141.345;-244.052;-436.314;74.0462;-242.408;-384.928;-140.877;-337.8;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00190.tif;268.397;-147.67;147.811;-438.692;-141.345;-241.595;-437.667;74.0462;-239.957;-386.817;-140.877;-335.636;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00191.tif;269.222;-147.67;146.303;-440.04;-141.345;-239.13;-439.007;74.0461;-237.498;-388.694;-140.877;-333.46;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00192.tif;270.038;-147.67;144.79;-441.375;-141.345;-236.658;-440.332;74.0461;-235.031;-390.559;-140.877;-331.274;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00193.tif;270.846;-147.67;143.273;-442.695;-141.345;-234.178;-441.644;74.0461;-232.557;-392.411;-140.877;-329.078;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00194.tif;271.646;-147.67;141.751;-444.002;-141.345;-231.691;-442.941;74.0461;-230.076;-394.251;-140.877;-326.872;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00195.tif;272.437;-147.67;140.225;-445.295;-141.345;-229.196;-444.225;74.0461;-227.587;-396.079;-140.877;-324.655;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00196.tif;273.219;-147.67;138.695;-446.574;-141.345;-226.695;-445.495;74.0462;-225.092;-397.894;-140.877;-322.428;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00197.tif;273.993;-147.67;137.16;-447.838;-141.345;-224.186;-446.75;74.0462;-222.589;-399.696;-140.877;-320.19;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00198.tif;274.758;-147.67;135.62;-449.089;-141.345;-221.67;-447.992;74.0462;-220.079;-401.486;-140.877;-317.943;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00199.tif;275.515;-147.67;134.077;-450.326;-141.345;-219.147;-449.22;74.0462;-217.563;-403.263;-140.877;-315.686;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00200.tif;276.262;-147.67;132.529;-451.548;-141.345;-216.617;-450.433;74.0462;-215.039;-405.028;-140.877;-313.419;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00201.tif;277.002;-147.67;130.977;-452.756;-141.345;-214.081;-451.632;74.0461;-212.509;-406.78;-140.877;-311.141;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00202.tif;277.732;-147.67;129.421;-453.95;-141.345;-211.538;-452.818;74.0462;-209.972;-408.519;-140.877;-308.855;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00203.tif;278.454;-147.67;127.861;-455.129;-141.345;-208.988;-453.988;74.0462;-207.428;-410.245;-140.877;-306.558;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00204.tif;279.167;-147.67;126.297;-456.295;-141.345;-206.431;-455.145;74.0461;-204.878;-411.959;-140.877;-304.252;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00205.tif;279.871;-147.67;124.729;-457.446;-141.345;-203.868;-456.287;74.0461;-202.322;-413.659;-140.877;-301.936;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00206.tif;280.566;-147.67;123.157;-458.582;-141.345;-201.299;-457.415;74.0462;-199.759;-415.346;-140.877;-299.61;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00207.tif;281.253;-147.67;121.581;-459.704;-141.345;-198.723;-458.528;74.0462;-197.189;-417.021;-140.877;-297.276;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00208.tif;281.93;-147.67;120.001;-460.812;-141.345;-196.141;-459.627;74.0462;-194.614;-418.682;-140.877;-294.931;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00209.tif;282.599;-147.67;118.418;-461.905;-141.345;-193.553;-460.712;74.0461;-192.032;-420.33;-140.877;-292.578;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00210.tif;283.259;-147.67;116.831;-462.983;-141.345;-190.958;-461.782;74.0462;-189.445;-421.964;-140.877;-290.215;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00211.tif;283.91;-147.67;115.24;-464.047;-141.345;-188.358;-462.837;74.0462;-186.851;-423.586;-140.877;-287.844;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00212.tif;284.552;-147.67;113.645;-465.097;-141.345;-185.752;-463.878;74.0461;-184.252;-425.194;-140.877;-285.463;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00213.tif;285.185;-147.67;112.047;-466.131;-141.345;-183.14;-464.905;74.0462;-181.647;-426.789;-140.877;-283.073;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00214.tif;285.809;-147.67;110.445;-467.151;-141.345;-180.522;-465.916;74.0462;-179.036;-428.37;-140.877;-280.674;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00215.tif;286.424;-147.67;108.84;-468.157;-141.345;-177.898;-466.913;74.0462;-176.419;-429.938;-140.877;-278.267;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00216.tif;287.03;-147.67;107.232;-469.148;-141.345;-175.269;-467.896;74.0462;-173.797;-431.492;-140.877;-275.85;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00217.tif;287.627;-147.67;105.62;-470.123;-141.345;-172.634;-468.863;74.0462;-171.169;-433.033;-140.877;-273.425;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00218.tif;288.215;-147.67;104.005;-471.084;-141.345;-169.994;-469.816;74.0461;-168.536;-434.56;-140.877;-270.992;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00219.tif;288.794;-147.67;102.386;-472.031;-141.345;-167.349;-470.754;74.0462;-165.898;-436.073;-140.877;-268.55;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00220.tif;289.364;-147.67;100.764;-472.962;-141.345;-164.698;-471.678;74.0462;-163.254;-437.573;-140.877;-266.099;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00221.tif;289.925;-147.67;99.1394;-473.879;-141.345;-162.042;-472.586;74.0462;-160.606;-439.059;-140.877;-263.64;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00222.tif;290.476;-147.67;97.5114;-474.78;-141.345;-159.381;-473.48;74.0462;-157.952;-440.531;-140.877;-261.173;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00223.tif;291.019;-147.67;95.8803;-475.667;-141.345;-156.715;-474.358;74.0461;-155.293;-441.989;-140.877;-258.697;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00224.tif;291.552;-147.67;94.2461;-476.539;-141.345;-154.044;-475.222;74.0462;-152.63;-443.434;-140.877;-256.214;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00225.tif;292.076;-147.67;92.6091;-477.395;-141.345;-151.369;-476.071;74.0462;-149.961;-444.864;-140.877;-253.722;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00226.tif;292.591;-147.67;90.9691;-478.237;-141.345;-148.688;-476.905;74.0462;-147.288;-446.28;-140.877;-251.222;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00227.tif;293.097;-147.67;89.3263;-479.063;-141.345;-146.003;-477.723;74.0462;-144.611;-447.683;-140.877;-248.715;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00228.tif;293.593;-147.67;87.6806;-479.875;-141.345;-143.313;-478.527;74.0461;-141.928;-449.071;-140.877;-246.199;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00229.tif;294.081;-147.67;86.0322;-480.671;-141.345;-140.619;-479.316;74.0461;-139.242;-450.445;-140.877;-243.676;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00230.tif;294.559;-147.67;84.381;-481.453;-141.345;-137.92;-480.089;74.0462;-136.55;-451.805;-140.877;-241.146;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00231.tif;295.027;-147.67;82.7272;-482.219;-141.345;-135.217;-480.848;74.0462;-133.855;-453.151;-140.877;-238.607;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00232.tif;295.487;-147.67;81.0709;-482.97;-141.345;-132.509;-481.591;74.0462;-131.155;-454.482;-140.877;-236.061;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00233.tif;295.937;-147.67;79.4119;-483.706;-141.345;-129.798;-482.319;74.0461;-128.452;-455.799;-140.877;-233.508;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00234.tif;296.378;-147.67;77.7505;-484.426;-141.345;-127.082;-483.032;74.0462;-125.744;-457.102;-140.877;-230.947;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00235.tif;296.809;-147.67;76.0866;-485.131;-141.345;-124.363;-483.73;74.0462;-123.032;-458.39;-140.877;-228.379;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00236.tif;297.232;-147.67;74.4203;-485.822;-141.345;-121.639;-484.413;74.0462;-120.316;-459.664;-140.877;-225.804;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00237.tif;297.644;-147.67;72.7517;-486.496;-141.345;-118.912;-485.08;74.0462;-117.597;-460.924;-140.877;-223.222;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00238.tif;298.048;-147.67;71.0807;-487.156;-141.345;-116.181;-485.732;74.0461;-114.874;-462.169;-140.877;-220.633;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00239.tif;298.442;-147.67;69.4076;-487.8;-141.345;-113.446;-486.369;74.0462;-112.147;-463.399;-140.877;-218.036;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00240.tif;298.827;-147.67;67.7322;-488.429;-141.345;-110.708;-486.991;74.0462;-109.417;-464.615;-140.877;-215.433;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00241.tif;299.202;-147.67;66.0548;-489.042;-141.345;-107.966;-487.597;74.0462;-106.683;-465.817;-140.877;-212.823;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00242.tif;299.568;-147.67;64.3752;-489.64;-141.345;-105.221;-488.188;74.0462;-103.946;-467.003;-140.877;-210.207;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00243.tif;299.924;-147.67;62.6936;-490.222;-141.345;-102.472;-488.763;74.0461;-101.206;-468.175;-140.877;-207.584;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00244.tif;300.271;-147.67;61.0101;-490.79;-141.345;-99.7203;-489.323;74.0462;-98.4621;-469.332;-140.877;-204.954;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00245.tif;300.609;-147.67;59.3246;-491.341;-141.345;-96.9654;-489.868;74.0461;-95.7155;-470.475;-140.877;-202.318;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00246.tif;300.937;-147.67;57.6373;-491.878;-141.345;-94.2075;-490.397;74.0461;-92.9658;-471.602;-140.877;-199.675;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00247.tif;301.255;-147.67;55.9482;-492.398;-141.345;-91.4466;-490.911;74.0462;-90.2133;-472.715;-140.877;-197.026;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00248.tif;301.564;-147.67;54.2573;-492.904;-141.345;-88.6828;-491.409;74.0462;-87.4579;-473.813;-140.877;-194.371;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00249.tif;301.864;-147.67;52.5646;-493.393;-141.345;-85.9162;-491.892;74.0462;-84.6997;-474.896;-140.877;-191.71;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00250.tif;302.154;-147.67;50.8704;-493.868;-141.345;-83.147;-492.36;74.0462;-81.9389;-475.964;-140.877;-189.043;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00251.tif;302.435;-147.67;49.1745;-494.326;-141.345;-80.3751;-492.811;74.0462;-79.1754;-477.017;-140.877;-186.37;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00252.tif;302.706;-147.67;47.4771;-494.769;-141.345;-77.6008;-493.248;74.0462;-76.4096;-478.055;-140.877;-183.691;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00253.tif;302.967;-147.67;45.7782;-495.197;-141.345;-74.8239;-493.669;74.0461;-73.6413;-479.078;-140.877;-181.006;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00254.tif;303.22;-147.67;44.0778;-495.609;-141.345;-72.0447;-494.074;74.0462;-70.8707;-480.086;-140.877;-178.316;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00255.tif;303.462;-147.67;42.376;-496.005;-141.345;-69.2631;-494.464;74.0462;-68.0978;-481.079;-140.877;-175.62;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00256.tif;303.695;-147.67;40.673;-496.386;-141.345;-66.4795;-494.838;74.0462;-65.3229;-482.056;-140.877;-172.918;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00257.tif;303.918;-147.67;38.9686;-496.751;-141.345;-63.6938;-495.197;74.0462;-62.5458;-483.019;-140.877;-170.211;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00258.tif;304.132;-147.67;37.263;-497.101;-141.345;-60.906;-495.54;74.0461;-59.7668;-483.966;-140.877;-167.499;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00259.tif;304.336;-147.67;35.5562;-497.435;-141.345;-58.1162;-495.867;74.0462;-56.9858;-484.898;-140.877;-164.781;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00260.tif;304.531;-147.67;33.8484;-497.753;-141.345;-55.3249;-496.179;74.0462;-54.2032;-485.815;-140.877;-162.058;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00261.tif;304.716;-147.67;32.1395;-498.055;-141.345;-52.5316;-496.476;74.0462;-51.4188;-486.716;-140.877;-159.33;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00262.tif;304.892;-147.67;30.4295;-498.342;-141.345;-49.7367;-496.756;74.0462;-48.6327;-487.602;-140.877;-156.597;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00263.tif;305.058;-147.67;28.7186;-498.613;-141.345;-46.9402;-497.021;74.0462;-45.8452;-488.473;-140.877;-153.859;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00264.tif;305.214;-147.67;27.0068;-498.869;-141.345;-44.1424;-497.271;74.0462;-43.0563;-489.329;-140.877;-151.117;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00265.tif;305.361;-147.67;25.2942;-499.109;-141.345;-41.343;-497.504;74.0462;-40.2659;-490.169;-140.877;-148.369;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00266.tif;305.498;-147.67;23.5807;-499.333;-141.345;-38.5423;-497.722;74.0462;-37.4742;-490.993;-140.877;-145.617;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00267.tif;305.625;-147.67;21.8665;-499.541;-141.345;-35.7405;-497.925;74.0462;-34.6815;-491.803;-140.877;-142.86;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00268.tif;305.743;-147.67;20.1516;-499.734;-141.345;-32.9375;-498.111;74.0462;-31.8876;-492.596;-140.877;-140.099;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00269.tif;305.851;-147.67;18.436;-499.911;-141.345;-30.1335;-498.283;74.0462;-29.0926;-493.375;-140.877;-137.333;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00270.tif;305.95;-147.67;16.72;-500.072;-141.345;-27.3286;-498.438;74.0462;-26.2969;-494.137;-140.877;-134.563;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00271.tif;306.039;-147.67;15.0033;-500.217;-141.345;-24.5227;-498.578;74.0462;-23.5003;-494.884;-140.877;-131.789;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00272.tif;306.118;-147.67;13.2862;-500.347;-141.345;-21.7162;-498.702;74.0462;-20.7029;-495.616;-140.877;-129.011;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00273.tif;306.188;-147.67;11.5688;-500.461;-141.345;-18.909;-498.81;74.0461;-17.9049;-496.332;-140.877;-126.229;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00274.tif;306.248;-147.67;9.85087;-500.559;-141.345;-16.1011;-498.902;74.0462;-15.1064;-497.032;-140.877;-123.442;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00275.tif;306.299;-147.67;8.13263;-500.641;-141.345;-13.2927;-498.979;74.0462;-12.3072;-497.717;-140.877;-120.652;
G:\Tomo\2023-07\jmletang\JeanYvesPart\Proj\img_00276.tif;306.339;-147.67;6.41415;-500.708;-141.345;-10.4838;-499.041;74.0462;-9.50775;-498.386;-140.877;-117.858;
