name;;source;;;Imager Center;;;Imager Top;;;Imager Right;;;
;x;y;z;x;y;z;x;y;z;x;y;z
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00673.tif;128.412;-245.618;-379.744;-146.54;-238.888;433.354;-145.11;-23.4964;432.055;-350.625;-237.948;364.465;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00674.tif;126.866;-245.618;-380.263;-144.775;-238.888;433.946;-143.35;-23.4964;432.641;-349.139;-237.948;365.889;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00675.tif;125.293;-245.618;-380.784;-142.981;-238.888;434.541;-141.561;-23.4964;433.23;-347.624;-237.948;367.328;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00676.tif;123.669;-245.618;-381.315;-141.128;-238.888;435.146;-139.714;-23.4964;433.829;-346.055;-237.948;368.806;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00677.tif;122.074;-245.618;-381.829;-139.307;-238.888;435.732;-137.899;-23.4964;434.41;-344.51;-237.948;370.25;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00678.tif;120.478;-245.618;-382.335;-137.486;-238.888;436.311;-136.083;-23.4964;434.982;-342.961;-237.948;371.686;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00679.tif;118.896;-245.618;-382.83;-135.681;-238.888;436.875;-134.284;-23.4964;435.541;-341.421;-237.948;373.1;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00680.tif;117.283;-245.618;-383.327;-133.841;-238.888;437.443;-132.449;-23.4964;436.102;-339.848;-237.948;374.535;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00681.tif;115.705;-245.618;-383.806;-132.039;-238.888;437.99;-130.653;-23.4964;436.644;-338.303;-237.948;375.93;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00682.tif;114.099;-245.618;-384.287;-130.207;-238.888;438.538;-128.826;-23.4964;437.186;-336.729;-237.948;377.341;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00683.tif;112.44;-245.618;-384.776;-128.314;-238.888;439.096;-126.939;-23.4964;437.738;-335.097;-237.948;378.79;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00684.tif;110.857;-245.618;-385.235;-126.507;-238.888;439.619;-125.138;-23.4964;438.256;-333.537;-237.948;380.165;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00685.tif;109.268;-245.618;-385.688;-124.694;-238.888;440.137;-123.33;-23.4964;438.768;-331.967;-237.948;381.537;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00686.tif;107.639;-245.618;-386.146;-122.834;-238.888;440.66;-121.477;-23.4964;439.285;-330.353;-237.948;382.935;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00687.tif;106.041;-245.618;-386.588;-121.011;-238.888;441.164;-119.658;-23.4964;439.784;-328.767;-237.948;384.298;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00688.tif;104.405;-245.618;-387.033;-119.144;-238.888;441.672;-117.798;-23.4964;440.286;-327.139;-237.948;385.685;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00689.tif;102.784;-245.618;-387.467;-117.294;-238.888;442.167;-115.953;-23.4964;440.775;-325.521;-237.948;387.051;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00690.tif;101.185;-245.618;-387.888;-115.469;-238.888;442.647;-114.134;-23.4964;441.25;-323.922;-237.948;388.39;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00691.tif;99.5794;-245.618;-388.303;-113.637;-238.888;443.121;-112.308;-23.4964;441.718;-322.313;-237.948;389.727;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00692.tif;97.9238;-245.618;-388.723;-111.748;-238.888;443.601;-110.425;-23.4964;442.192;-320.649;-237.948;391.097;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00693.tif;96.3253;-245.618;-389.123;-109.924;-238.888;444.056;-108.607;-23.4964;442.643;-319.039;-237.948;392.411;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00694.tif;94.6876;-245.618;-389.524;-108.055;-238.888;444.515;-106.744;-23.4964;443.096;-317.385;-237.948;393.75;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00695.tif;93.0171;-245.618;-389.927;-106.149;-238.888;444.974;-104.843;-23.4964;443.549;-315.695;-237.948;395.107;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00696.tif;91.4307;-245.618;-390.302;-104.338;-238.888;445.402;-103.039;-23.4964;443.972;-314.085;-237.948;396.387;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00697.tif;89.7868;-245.618;-390.683;-102.462;-238.888;445.837;-101.169;-23.4964;444.402;-312.414;-237.948;397.706;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00698.tif;88.1506;-245.618;-391.056;-100.595;-238.888;446.262;-99.3078;-23.4964;444.821;-310.746;-237.948;399.01;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00699.tif;86.515;-245.618;-391.421;-98.7286;-238.888;446.679;-97.4473;-23.4964;445.232;-309.075;-237.948;400.306;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00700.tif;84.8788;-245.618;-391.779;-96.8614;-238.888;447.087;-95.5862;-23.4964;445.636;-307.4;-237.948;401.594;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00701.tif;83.2151;-245.618;-392.136;-94.9628;-238.888;447.495;-93.6938;-23.4964;446.037;-305.693;-237.948;402.895;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00702.tif;81.6194;-245.618;-392.471;-93.1418;-238.888;447.877;-91.8787;-23.4964;446.415;-304.052;-237.948;404.135;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00703.tif;79.9956;-245.618;-392.805;-91.2888;-238.888;448.258;-90.0317;-23.4964;446.791;-302.378;-237.948;405.389;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00704.tif;78.295;-245.618;-393.147;-89.3481;-238.888;448.649;-88.0975;-23.4964;447.176;-300.62;-237.948;406.694;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00705.tif;76.7053;-245.618;-393.461;-87.5341;-238.888;449.007;-86.2893;-23.4964;447.529;-298.974;-237.948;407.906;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00706.tif;75.0329;-245.618;-393.783;-85.6255;-238.888;449.375;-84.3871;-23.4964;447.891;-297.238;-237.948;409.172;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00707.tif;73.3951;-245.618;-394.092;-83.7565;-238.888;449.727;-82.5243;-23.4964;448.238;-295.535;-237.948;410.404;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00708.tif;71.7579;-245.618;-394.393;-81.8882;-238.888;450.071;-80.6621;-23.4964;448.577;-293.828;-237.948;411.628;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00709.tif;70.0966;-245.618;-394.692;-79.9924;-238.888;450.412;-78.7727;-23.4964;448.913;-292.092;-237.948;412.862;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00710.tif;68.4435;-245.618;-394.982;-78.1059;-238.888;450.742;-76.8925;-23.4964;449.239;-290.361;-237.948;414.081;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00711.tif;66.7918;-245.618;-395.264;-76.221;-238.888;451.065;-75.0138;-23.4964;449.556;-288.627;-237.948;415.291;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00712.tif;65.14;-245.618;-395.54;-74.336;-238.888;451.38;-73.1351;-23.4964;449.866;-286.89;-237.948;416.493;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00713.tif;63.4838;-245.618;-395.809;-72.446;-238.888;451.687;-71.2515;-23.4964;450.168;-285.144;-237.948;417.69;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00714.tif;61.8667;-245.618;-396.065;-70.6006;-238.888;451.979;-69.4123;-23.4965;450.455;-283.436;-237.948;418.852;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00715.tif;60.2072;-245.618;-396.321;-68.7069;-238.888;452.271;-67.525;-23.4964;450.742;-281.679;-237.948;420.035;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00716.tif;58.4957;-245.618;-396.577;-66.7537;-238.888;452.563;-65.5784;-23.4964;451.029;-279.863;-237.948;421.247;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00717.tif;56.8644;-245.618;-396.814;-64.8921;-238.888;452.834;-63.7231;-23.4964;451.295;-278.128;-237.948;422.394;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00718.tif;55.2059;-245.618;-397.048;-62.9995;-238.888;453.101;-61.837;-23.4964;451.557;-276.361;-237.948;423.553;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00719.tif;53.5434;-245.618;-397.276;-61.1023;-238.888;453.361;-59.9462;-23.4964;451.812;-274.586;-237.948;424.706;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00720.tif;51.9202;-245.618;-397.491;-59.2499;-238.888;453.606;-58.1002;-23.4964;452.053;-272.849;-237.948;425.824;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00721.tif;50.2266;-245.618;-397.709;-57.3172;-238.888;453.855;-56.1741;-23.4964;452.297;-271.032;-237.948;426.982;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00722.tif;48.5638;-245.618;-397.915;-55.4197;-238.888;454.09;-54.2831;-23.4964;452.528;-269.245;-237.948;428.112;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00723.tif;46.9011;-245.618;-398.115;-53.5222;-238.888;454.318;-52.3922;-23.4964;452.75;-267.454;-237.948;429.233;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00724.tif;45.2487;-245.618;-398.306;-51.6365;-238.888;454.536;-50.513;-23.4964;452.964;-265.671;-237.948;430.339;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00725.tif;43.5696;-245.618;-398.493;-49.7205;-238.888;454.75;-48.6036;-23.4964;453.173;-263.855;-237.948;431.455;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00726.tif;41.9125;-245.618;-398.671;-47.8295;-238.888;454.952;-46.7191;-23.4964;453.371;-262.059;-237.948;432.548;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00727.tif;40.2429;-245.618;-398.843;-45.9241;-238.888;455.149;-44.8204;-23.4964;453.563;-260.246;-237.948;433.641;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00728.tif;38.5753;-245.618;-399.007;-44.0211;-238.888;455.337;-42.9241;-23.4964;453.746;-258.431;-237.948;434.725;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00729.tif;36.8815;-245.618;-399.168;-42.0882;-238.888;455.519;-40.9979;-23.4964;453.924;-256.583;-237.948;435.818;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00730.tif;35.2612;-245.618;-399.314;-40.2391;-238.888;455.686;-39.1553;-23.4964;454.087;-254.812;-237.948;436.856;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00731.tif;33.5766;-245.618;-399.459;-38.3167;-238.888;455.852;-37.2396;-23.4964;454.248;-252.967;-237.948;437.927;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00732.tif;31.9035;-245.618;-399.596;-36.4075;-238.888;456.009;-35.3371;-23.4964;454.4;-251.131;-237.948;438.982;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00733.tif;30.2332;-245.618;-399.726;-34.5013;-238.888;456.157;-33.4377;-23.4964;454.544;-249.295;-237.948;440.028;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00734.tif;28.5627;-245.618;-399.849;-32.595;-238.888;456.297;-31.5382;-23.4964;454.679;-247.454;-237.948;441.066;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00735.tif;26.9004;-245.618;-399.964;-30.698;-238.888;456.428;-29.6479;-23.4964;454.806;-245.618;-237.948;442.091;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00736.tif;25.2254;-245.618;-400.073;-28.7866;-238.888;456.553;-27.7432;-23.4964;454.927;-243.765;-237.948;443.115;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00737.tif;23.5538;-245.618;-400.175;-26.879;-238.888;456.669;-25.8425;-23.4964;455.039;-241.912;-237.948;444.13;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00738.tif;21.8785;-245.618;-400.27;-24.9672;-238.888;456.778;-23.9375;-23.4964;455.143;-240.05;-237.948;445.139;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00739.tif;20.2051;-245.618;-400.358;-23.0576;-238.888;456.878;-22.0347;-23.4964;455.239;-238.188;-237.948;446.138;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00740.tif;18.5055;-245.618;-400.44;-21.1179;-238.888;456.972;-20.1021;-23.4964;455.328;-236.292;-237.948;447.145;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00741.tif;16.8561;-245.618;-400.513;-19.2357;-238.888;457.055;-18.2266;-23.4965;455.407;-234.448;-237.948;448.115;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00742.tif;15.1907;-245.618;-400.58;-17.3352;-238.888;457.131;-16.333;-23.4964;455.479;-232.583;-237.948;449.085;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00743.tif;13.5136;-245.618;-400.64;-15.4213;-238.888;457.2;-14.426;-23.4964;455.543;-230.701;-237.948;450.055;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00744.tif;11.8387;-245.618;-400.693;-13.51;-238.888;457.26;-12.5216;-23.4964;455.6;-228.817;-237.948;451.016;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00745.tif;10.1641;-245.618;-400.739;-11.599;-238.888;457.313;-10.6175;-23.4964;455.648;-226.931;-237.948;451.968;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00746.tif;8.50747;-245.618;-400.778;-9.70851;-238.888;457.357;-8.73398;-23.4964;455.688;-225.06;-237.948;452.902;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00747.tif;6.81242;-245.618;-400.81;-7.77414;-238.888;457.394;-6.80668;-23.4964;455.721;-223.143;-237.948;453.85;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00748.tif;5.14599;-245.618;-400.835;-5.87245;-238.888;457.422;-4.91195;-23.4964;455.745;-221.254;-237.948;454.774;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00749.tif;3.4678;-245.618;-400.853;-3.95735;-238.888;457.442;-3.00388;-23.4964;455.762;-219.348;-237.948;455.696;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00750.tif;1.76552;-245.618;-400.864;-2.01475;-238.888;457.455;-1.06842;-23.4964;455.77;-217.411;-237.948;456.623;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00751.tif;0.117421;-245.618;-400.868;-0.134006;-238.888;457.46;0.805387;-23.4964;455.771;-215.532;-237.948;457.513;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00752.tif;-1.56062;-245.618;-400.865;1.78093;-238.888;457.456;2.71324;-23.4964;455.764;-213.615;-237.948;458.412;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00753.tif;-3.22774;-245.618;-400.855;3.68342;-238.888;457.445;4.60869;-23.4964;455.748;-211.707;-237.948;459.296;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00754.tif;-4.9054;-245.618;-400.838;5.59791;-238.888;457.425;6.51607;-23.4964;455.725;-209.782;-237.948;460.178;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00755.tif;-6.58081;-245.618;-400.814;7.50984;-238.888;457.398;8.42089;-23.4964;455.694;-207.857;-237.948;461.051;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00756.tif;-8.25543;-245.618;-400.783;9.42087;-238.888;457.363;10.3248;-23.4964;455.655;-205.929;-237.948;461.915;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00757.tif;-9.91327;-245.618;-400.745;11.3128;-238.888;457.32;12.2096;-23.4964;455.608;-204.016;-237.948;462.763;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00758.tif;-11.6072;-245.618;-400.7;13.2458;-238.888;457.268;14.1354;-23.4964;455.552;-202.058;-237.948;463.622;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00759.tif;-13.2611;-245.618;-400.648;15.1333;-238.888;457.209;16.0158;-23.4964;455.49;-200.143;-237.948;464.452;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00760.tif;-14.9505;-245.618;-400.589;17.0611;-238.888;457.141;17.9364;-23.4964;455.419;-198.183;-237.948;465.291;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00761.tif;-16.6246;-245.618;-400.523;18.9716;-238.888;457.066;19.8396;-23.4964;455.34;-196.236;-237.948;466.116;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00762.tif;-18.3246;-245.618;-400.449;20.9116;-238.888;456.981;21.7723;-23.4964;455.251;-194.256;-237.948;466.945;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00763.tif;-19.9487;-245.618;-400.371;22.7649;-238.888;456.893;23.6186;-23.4964;455.159;-192.36;-237.948;467.729;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00764.tif;-21.6249;-245.618;-400.284;24.6777;-238.888;456.794;25.5242;-23.4964;455.056;-190.4;-237.948;468.53;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00765.tif;-23.3138;-245.618;-400.189;26.6051;-238.888;456.685;27.4442;-23.4964;454.945;-188.421;-237.948;469.329;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00766.tif;-24.9865;-245.618;-400.088;28.5139;-238.888;456.57;29.3457;-23.4964;454.826;-186.458;-237.948;470.113;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00767.tif;-26.6404;-245.618;-399.982;30.4013;-238.888;456.448;31.2259;-23.4964;454.701;-184.513;-237.948;470.88;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00768.tif;-28.311;-245.618;-399.867;32.3077;-238.888;456.317;33.125;-23.4964;454.566;-182.544;-237.948;471.646;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00769.tif;-30.002;-245.618;-399.744;34.2374;-238.888;456.177;35.0473;-23.4964;454.422;-180.548;-237.948;472.414;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00770.tif;-31.6641;-245.618;-399.615;36.1342;-238.888;456.03;36.9368;-23.4964;454.273;-178.581;-237.948;473.161;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00771.tif;-33.337;-245.618;-399.479;38.0433;-238.888;455.875;38.8385;-23.4964;454.114;-176.599;-237.948;473.904;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00772.tif;-34.9898;-245.618;-399.338;39.9294;-238.888;455.714;40.7173;-23.4964;453.949;-174.636;-237.948;474.631;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00773.tif;-36.6744;-245.618;-399.187;41.8518;-238.888;455.541;42.6323;-23.4964;453.773;-172.632;-237.948;475.364;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00774.tif;-38.3304;-245.618;-399.031;43.7416;-238.888;455.364;44.5147;-23.4964;453.593;-170.658;-237.948;476.076;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00775.tif;-40.0038;-245.618;-398.867;45.6513;-238.888;455.176;46.4169;-23.4964;453.402;-168.66;-237.948;476.788;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00776.tif;-41.6696;-245.618;-398.696;47.5522;-238.888;454.981;48.3105;-23.4964;453.204;-166.667;-237.948;477.488;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00777.tif;-43.3657;-245.618;-398.515;49.4878;-238.888;454.775;50.2385;-23.4964;452.994;-164.633;-237.948;478.193;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00778.tif;-45.0044;-245.618;-398.334;51.3578;-238.888;454.568;52.1012;-23.4964;452.784;-162.665;-237.948;478.866;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00779.tif;-46.6681;-245.618;-398.142;53.2564;-238.888;454.349;53.9923;-23.4964;452.562;-160.663;-237.948;479.541;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00780.tif;-48.334;-245.618;-397.943;55.1574;-238.888;454.122;55.8858;-23.4964;452.332;-158.655;-237.948;480.209;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00781.tif;-49.988;-245.618;-397.739;57.045;-238.888;453.889;57.7659;-23.4964;452.096;-156.657;-237.948;480.865;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00782.tif;-51.6527;-245.618;-397.526;58.9447;-238.888;453.646;59.6581;-23.4964;451.85;-154.643;-237.948;481.517;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00783.tif;-53.3139;-245.618;-397.307;60.8404;-238.888;453.396;61.5463;-23.4964;451.597;-152.629;-237.948;482.159;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00784.tif;-54.9735;-245.618;-397.081;62.7342;-238.888;453.138;63.4327;-23.4964;451.336;-150.613;-237.948;482.792;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00785.tif;-56.6589;-245.618;-396.844;64.6577;-238.888;452.867;65.3484;-23.4964;451.063;-148.561;-237.948;483.427;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00786.tif;-58.2719;-245.618;-396.61;66.4984;-238.888;452.601;67.1818;-23.4964;450.793;-146.595;-237.948;484.027;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00787.tif;-59.9291;-245.618;-396.363;68.3895;-238.888;452.319;69.0654;-23.4964;450.508;-144.57;-237.948;484.636;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00788.tif;-61.6269;-245.618;-396.102;70.3269;-238.888;452.021;70.995;-23.4964;450.208;-142.492;-237.948;485.251;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00789.tif;-63.2817;-245.618;-395.841;72.2153;-238.888;451.724;72.8758;-23.4964;449.908;-140.463;-237.948;485.842;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00790.tif;-64.9082;-245.618;-395.578;74.0715;-238.888;451.423;74.7245;-23.4964;449.604;-138.465;-237.948;486.415;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00791.tif;-66.5636;-245.618;-395.303;75.9605;-238.888;451.109;76.606;-23.4964;449.288;-136.428;-237.948;486.991;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00792.tif;-68.1896;-245.618;-395.026;77.8161;-238.888;450.793;78.4541;-23.4964;448.969;-134.423;-237.948;487.548;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00793.tif;-69.8599;-245.618;-394.734;79.7222;-238.888;450.459;80.3524;-23.4964;448.633;-132.359;-237.948;488.112;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00794.tif;-71.5091;-245.618;-394.438;81.6043;-238.888;450.122;82.2268;-23.4964;448.293;-130.318;-237.948;488.661;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00795.tif;-73.1403;-245.618;-394.139;83.4658;-238.888;449.781;84.0808;-23.4964;447.949;-128.295;-237.948;489.196;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00796.tif;-74.8289;-245.618;-393.822;85.3927;-238.888;449.419;85.9999;-23.4964;447.585;-126.197;-237.948;489.741;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00797.tif;-76.4504;-245.618;-393.51;87.2431;-238.888;449.063;87.8427;-23.4964;447.227;-124.179;-237.948;490.257;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00798.tif;-78.0566;-245.618;-393.195;89.0761;-238.888;448.703;89.6682;-23.4964;446.864;-122.176;-237.948;490.76;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00799.tif;-79.7312;-245.618;-392.859;90.9871;-238.888;448.32;91.5714;-23.4964;446.478;-120.084;-237.948;491.276;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00800.tif;-81.3728;-245.618;-392.522;92.8605;-238.888;447.936;93.437;-23.4964;446.091;-118.029;-237.948;491.774;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00801.tif;-83.0118;-245.618;-392.179;94.7308;-238.888;447.544;95.2996;-23.4964;445.697;-115.974;-237.948;492.263;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00802.tif;-84.6385;-245.618;-391.831;96.5872;-238.888;447.147;97.1484;-23.4964;445.298;-113.93;-237.948;492.74;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00803.tif;-86.2815;-245.618;-391.472;98.4621;-238.888;446.738;99.0155;-23.4964;444.886;-111.862;-237.948;493.213;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00804.tif;-87.8915;-245.618;-391.114;100.299;-238.888;446.329;100.845;-23.4964;444.475;-109.832;-237.948;493.669;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00805.tif;-89.5533;-245.618;-390.737;102.196;-238.888;445.898;102.734;-23.4964;444.042;-107.732;-237.948;494.132;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00806.tif;-91.1691;-245.618;-390.363;104.04;-238.888;445.472;104.57;-23.4964;443.614;-105.687;-237.948;494.573;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00807.tif;-92.7978;-245.618;-389.979;105.898;-238.888;445.034;106.421;-23.4964;443.173;-103.622;-237.948;495.01;
