name;;source;;;Imager Center;;;Imager Top;;;Imager Right;;;
;x;y;z;x;y;z;x;y;z;x;y;z
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00402.tif;398.334;-245.618;-44.9999;-454.568;-238.888;51.3527;-452.785;-23.4964;52.096;-478.864;-237.948;-162.671;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00403.tif;398.146;-245.618;-46.6384;-454.353;-238.888;53.2225;-452.566;-23.4964;53.9585;-479.529;-237.948;-160.699;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00404.tif;397.944;-245.618;-48.3302;-454.123;-238.888;55.1531;-452.333;-23.4964;55.8816;-480.208;-237.948;-158.659;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00405.tif;397.735;-245.618;-50.0192;-453.884;-238.888;57.0805;-452.092;-23.4964;57.8014;-480.877;-237.948;-156.619;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00406.tif;397.526;-245.618;-51.6537;-453.646;-238.888;58.9458;-451.85;-23.4964;59.6593;-481.517;-237.948;-154.641;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00407.tif;397.309;-245.618;-53.2967;-453.398;-238.888;60.8208;-451.6;-23.4964;61.5268;-482.152;-237.948;-152.649;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00408.tif;397.08;-245.618;-54.9768;-453.137;-238.888;62.7381;-451.335;-23.4965;63.4365;-482.793;-237.948;-150.609;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00409.tif;396.852;-245.618;-56.603;-452.876;-238.888;64.5938;-451.072;-23.4964;65.2849;-483.406;-237.948;-148.629;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00410.tif;396.612;-245.618;-58.2601;-452.603;-238.888;66.4849;-450.795;-23.4964;67.1684;-484.023;-237.948;-146.609;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00411.tif;396.357;-245.618;-59.9712;-452.311;-238.888;68.4375;-450.501;-23.4964;69.1132;-484.651;-237.948;-144.519;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00412.tif;396.11;-245.618;-61.5805;-452.03;-238.888;70.274;-450.217;-23.4964;70.9423;-485.234;-237.948;-142.549;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00413.tif;395.846;-245.618;-63.255;-451.728;-238.888;72.1849;-449.913;-23.4964;72.8456;-485.833;-237.948;-140.496;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00414.tif;395.574;-245.618;-64.9348;-451.418;-238.888;74.1018;-449.599;-23.4964;74.7547;-486.425;-237.948;-138.432;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00415.tif;395.306;-245.618;-66.543;-451.113;-238.888;75.9371;-449.292;-23.4964;76.5827;-486.984;-237.948;-136.453;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00416.tif;395.025;-245.618;-68.1937;-450.792;-238.888;77.8209;-448.968;-23.4964;78.4588;-487.549;-237.948;-134.418;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00417.tif;394.734;-245.618;-69.8565;-450.46;-238.888;79.7184;-448.633;-23.4964;80.3486;-488.111;-237.948;-132.363;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00418.tif;394.444;-245.618;-71.4758;-450.129;-238.888;81.5663;-448.3;-23.4964;82.189;-488.65;-237.948;-130.359;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00419.tif;394.136;-245.618;-73.1553;-449.778;-238.888;83.4828;-447.946;-23.4964;84.0977;-489.201;-237.948;-128.277;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00420.tif;393.822;-245.618;-74.8288;-449.419;-238.888;85.3926;-447.585;-23.4964;85.9998;-489.741;-237.948;-126.197;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00421.tif;393.511;-245.618;-76.447;-449.064;-238.888;87.2393;-447.227;-23.4964;87.8388;-490.256;-237.948;-124.183;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00422.tif;393.192;-245.618;-78.0732;-448.7;-238.888;89.095;-446.86;-23.4964;89.687;-490.765;-237.948;-122.155;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00423.tif;392.858;-245.618;-79.7356;-448.319;-238.888;90.9921;-446.477;-23.4964;91.5763;-491.278;-237.948;-120.079;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00424.tif;392.529;-245.618;-81.339;-447.944;-238.888;92.8219;-446.099;-23.4964;93.3986;-491.764;-237.948;-118.072;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00425.tif;392.179;-245.618;-83.0106;-447.544;-238.888;94.7294;-445.697;-23.4964;95.2983;-492.262;-237.948;-115.975;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00426.tif;391.823;-245.618;-84.6756;-447.138;-238.888;96.6295;-445.289;-23.4964;97.1905;-492.75;-237.948;-113.884;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00427.tif;391.471;-245.618;-86.2857;-446.737;-238.888;98.4669;-444.885;-23.4964;99.0203;-493.215;-237.948;-111.857;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00428.tif;391.102;-245.618;-87.9466;-446.315;-238.888;100.362;-444.461;-23.4964;100.908;-493.685;-237.948;-109.762;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00429.tif;390.736;-245.618;-89.5568;-445.897;-238.888;102.2;-444.042;-23.4964;102.738;-494.133;-237.948;-107.728;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00430.tif;390.363;-245.618;-91.168;-445.472;-238.888;104.038;-443.614;-23.4964;104.569;-494.573;-237.948;-105.688;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00431.tif;389.976;-245.618;-92.8104;-445.03;-238.888;105.913;-443.17;-23.4964;106.435;-495.014;-237.948;-103.606;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00432.tif;389.59;-245.618;-94.4185;-444.589;-238.888;107.748;-442.727;-23.4964;108.262;-495.437;-237.948;-101.563;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00433.tif;389.193;-245.618;-96.0424;-444.136;-238.888;109.601;-442.272;-23.4964;110.108;-495.856;-237.948;-99.4954;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00434.tif;388.781;-245.618;-97.6954;-443.666;-238.888;111.487;-441.8;-23.4964;111.986;-496.274;-237.948;-97.3874;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00435.tif;388.358;-245.618;-99.3635;-443.184;-238.888;113.391;-441.315;-23.4964;113.882;-496.688;-237.948;-95.256;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00436.tif;387.956;-245.618;-100.923;-442.725;-238.888;115.171;-440.854;-23.4964;115.654;-497.067;-237.948;-93.2596;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00437.tif;387.535;-245.618;-102.527;-442.244;-238.888;117.001;-440.371;-23.4964;117.477;-497.448;-237.948;-91.2027;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00438.tif;387.087;-245.618;-104.203;-441.734;-238.888;118.914;-439.859;-23.4964;119.382;-497.838;-237.948;-89.0489;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00439.tif;386.656;-245.618;-105.793;-441.241;-238.888;120.728;-439.365;-23.4964;121.188;-498.2;-237.948;-87.0024;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00440.tif;386.216;-245.618;-107.389;-440.739;-238.888;122.549;-438.861;-23.4964;123.001;-498.555;-237.948;-84.9446;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00441.tif;385.758;-245.618;-109.021;-440.217;-238.888;124.412;-438.336;-23.4964;124.856;-498.91;-237.948;-82.8353;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00442.tif;385.299;-245.618;-110.632;-439.693;-238.888;126.25;-437.811;-23.4964;126.687;-499.251;-237.948;-80.75;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00443.tif;384.839;-245.618;-112.224;-439.168;-238.888;128.066;-437.284;-23.4964;128.495;-499.581;-237.948;-78.6859;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00444.tif;384.371;-245.618;-113.814;-438.634;-238.888;129.882;-436.748;-23.4964;130.303;-499.902;-237.948;-76.6187;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00445.tif;383.884;-245.618;-115.447;-438.078;-238.888;131.746;-436.19;-23.4965;132.158;-500.223;-237.948;-74.4928;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00446.tif;383.397;-245.618;-117.053;-437.523;-238.888;133.578;-435.633;-23.4964;133.983;-500.531;-237.948;-72.3984;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00447.tif;382.905;-245.618;-118.655;-436.961;-238.888;135.406;-435.07;-23.4964;135.803;-500.829;-237.948;-70.3054;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00448.tif;382.406;-245.618;-120.254;-436.391;-238.888;137.23;-434.498;-23.4964;137.619;-501.118;-237.948;-68.2122;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00449.tif;381.9;-245.618;-121.85;-435.814;-238.888;139.052;-433.92;-23.4964;139.433;-501.399;-237.948;-66.118;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00450.tif;381.405;-245.618;-123.392;-435.249;-238.888;140.812;-433.353;-23.4964;141.185;-501.662;-237.948;-64.0919;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00451.tif;380.86;-245.618;-125.062;-434.627;-238.888;142.718;-432.73;-23.4964;143.083;-501.938;-237.948;-61.893;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00452.tif;380.348;-245.618;-126.61;-434.043;-238.888;144.484;-432.144;-23.4964;144.842;-502.186;-237.948;-59.8511;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00453.tif;379.809;-245.618;-128.218;-433.428;-238.888;146.319;-431.528;-23.4964;146.668;-502.434;-237.948;-57.7262;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00454.tif;379.27;-245.618;-129.803;-432.813;-238.888;148.128;-430.911;-23.4964;148.47;-502.671;-237.948;-55.6269;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00455.tif;378.727;-245.618;-131.379;-432.194;-238.888;149.927;-430.29;-23.4964;150.26;-502.898;-237.948;-53.5362;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00456.tif;378.174;-245.618;-132.965;-431.562;-238.888;151.736;-429.657;-23.4964;152.061;-503.118;-237.948;-51.4295;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00457.tif;377.621;-245.618;-134.527;-430.931;-238.888;153.518;-429.025;-23.4964;153.836;-503.326;-237.948;-49.3491;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00458.tif;377.05;-245.618;-136.12;-430.279;-238.888;155.336;-428.372;-23.4964;155.646;-503.53;-237.948;-47.224;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00459.tif;376.478;-245.618;-137.694;-429.626;-238.888;157.133;-427.718;-23.4964;157.434;-503.723;-237.948;-45.1194;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00460.tif;375.898;-245.618;-139.269;-428.965;-238.888;158.93;-427.055;-23.4964;159.223;-503.907;-237.948;-43.0108;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00461.tif;375.313;-245.618;-140.838;-428.297;-238.888;160.72;-426.386;-23.4964;161.006;-504.083;-237.948;-40.9051;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00462.tif;374.723;-245.618;-142.4;-427.624;-238.888;162.503;-425.711;-23.4964;162.781;-504.249;-237.948;-38.8047;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00463.tif;374.124;-245.618;-143.965;-426.941;-238.888;164.289;-425.027;-23.4964;164.559;-504.406;-237.948;-36.6967;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00464.tif;373.526;-245.618;-145.511;-426.258;-238.888;166.053;-424.343;-23.4964;166.315;-504.554;-237.948;-34.611;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00465.tif;372.908;-245.618;-147.086;-425.553;-238.888;167.851;-423.637;-23.4964;168.105;-504.695;-237.948;-32.4808;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00466.tif;372.297;-245.618;-148.627;-424.855;-238.888;169.609;-422.939;-23.4964;169.855;-504.825;-237.948;-30.394;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00467.tif;371.665;-245.618;-150.2;-424.134;-238.888;171.404;-422.217;-23.4964;171.642;-504.949;-237.948;-28.2585;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00468.tif;371.037;-245.618;-151.744;-423.418;-238.888;173.166;-421.499;-23.4964;173.396;-505.063;-237.948;-26.1584;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00469.tif;370.399;-245.618;-153.296;-422.689;-238.888;174.937;-420.77;-23.4964;175.159;-505.168;-237.948;-24.0442;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00470.tif;369.755;-245.618;-154.843;-421.954;-238.888;176.702;-420.034;-23.4964;176.916;-505.264;-237.948;-21.9324;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00471.tif;369.094;-245.618;-156.411;-421.2;-238.888;178.492;-419.279;-23.4964;178.698;-505.352;-237.948;-19.7873;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00472.tif;368.447;-245.618;-157.93;-420.462;-238.888;180.226;-418.54;-23.4964;180.423;-505.43;-237.948;-17.7055;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00473.tif;367.787;-245.618;-159.461;-419.709;-238.888;181.972;-417.786;-23.4964;182.162;-505.499;-237.948;-15.6038;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00474.tif;367.116;-245.618;-160.999;-418.943;-238.888;183.728;-417.02;-23.4964;183.909;-505.56;-237.948;-13.4877;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00475.tif;366.44;-245.618;-162.532;-418.172;-238.888;185.477;-416.247;-23.4964;185.651;-505.612;-237.948;-11.3742;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00476.tif;365.758;-245.618;-164.062;-417.393;-238.888;187.223;-415.468;-23.4964;187.388;-505.655;-237.948;-9.26176;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00477.tif;365.073;-245.618;-165.581;-416.611;-238.888;188.956;-414.685;-23.4964;189.114;-505.689;-237.948;-7.15947;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00478.tif;364.373;-245.618;-167.115;-415.813;-238.888;190.707;-413.886;-23.4964;190.856;-505.715;-237.948;-5.03242;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00479.tif;363.675;-245.618;-168.629;-415.016;-238.888;192.434;-413.089;-23.4964;192.576;-505.731;-237.948;-2.9295;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00480.tif;362.966;-245.618;-170.15;-414.207;-238.888;194.17;-412.279;-23.4964;194.303;-505.739;-237.948;-0.812318;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00481.tif;362.251;-245.618;-171.665;-413.392;-238.888;195.9;-411.463;-23.4964;196.025;-505.738;-237.948;1.30172;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00482.tif;361.539;-245.618;-173.161;-412.578;-238.888;197.607;-410.649;-23.4964;197.724;-505.728;-237.948;3.39239;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00483.tif;360.819;-245.618;-174.656;-411.757;-238.888;199.312;-409.828;-23.4964;199.422;-505.71;-237.948;5.48456;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00484.tif;360.079;-245.618;-176.176;-410.913;-238.888;201.047;-408.983;-23.4964;201.148;-505.682;-237.948;7.61752;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00485.tif;359.334;-245.618;-177.691;-410.063;-238.888;202.776;-408.132;-23.4964;202.869;-505.646;-237.948;9.74691;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00486.tif;358.587;-245.618;-179.193;-409.21;-238.888;204.49;-407.28;-23.4964;204.575;-505.6;-237.948;11.8634;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00487.tif;357.835;-245.618;-180.691;-408.352;-238.888;206.199;-406.421;-23.4964;206.276;-505.546;-237.948;13.9768;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00488.tif;357.077;-245.618;-182.184;-407.487;-238.888;207.904;-405.556;-23.4964;207.972;-505.484;-237.948;16.0889;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00489.tif;356.301;-245.618;-183.698;-406.601;-238.888;209.631;-404.669;-23.4964;209.692;-505.411;-237.948;18.2342;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00490.tif;355.53;-245.618;-185.185;-405.721;-238.888;211.328;-403.79;-23.4964;211.381;-505.33;-237.948;20.3454;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00491.tif;354.753;-245.618;-186.669;-404.835;-238.888;213.021;-402.903;-23.4964;213.066;-505.241;-237.948;22.4564;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00492.tif;353.988;-245.618;-188.116;-403.962;-238.888;214.672;-402.03;-23.4964;214.709;-505.145;-237.948;24.5191;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00493.tif;353.196;-245.618;-189.599;-403.058;-238.888;216.365;-401.126;-23.4964;216.393;-505.038;-237.948;26.6379;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00494.tif;352.399;-245.618;-191.075;-402.148;-238.888;218.05;-400.216;-23.4964;218.071;-504.922;-237.948;28.7516;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00495.tif;351.598;-245.618;-192.546;-401.234;-238.888;219.729;-399.301;-23.4964;219.741;-504.797;-237.948;30.8614;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00496.tif;350.79;-245.618;-194.014;-400.312;-238.888;221.403;-398.38;-23.4964;221.408;-504.664;-237.948;32.9702;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00497.tif;349.963;-245.618;-195.501;-399.369;-238.888;223.101;-397.436;-23.4964;223.097;-504.519;-237.948;35.1122;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00498.tif;349.161;-245.618;-196.931;-398.453;-238.888;224.733;-396.52;-23.4964;224.721;-504.371;-237.948;37.1759;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00499.tif;348.333;-245.618;-198.391;-397.509;-238.888;226.399;-395.576;-23.4964;226.379;-504.211;-237.948;39.2868;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00500.tif;347.5;-245.618;-199.848;-396.557;-238.888;228.061;-394.625;-23.4964;228.033;-504.042;-237.948;41.3973;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00501.tif;346.661;-245.618;-201.298;-395.6;-238.888;229.716;-393.669;-23.4964;229.68;-503.865;-237.948;43.5039;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00502.tif;345.804;-245.618;-202.768;-394.622;-238.888;231.393;-392.69;-23.4964;231.349;-503.676;-237.948;45.6423;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00503.tif;344.967;-245.618;-204.188;-393.667;-238.888;233.014;-391.736;-23.4964;232.961;-503.484;-237.948;47.7124;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00504.tif;344.097;-245.618;-205.65;-392.675;-238.888;234.683;-390.743;-23.4964;234.622;-503.277;-237.948;49.8492;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00505.tif;343.247;-245.618;-207.066;-391.705;-238.888;236.298;-389.774;-23.4964;236.23;-503.067;-237.948;51.9216;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00506.tif;342.384;-245.618;-208.491;-390.719;-238.888;237.924;-388.788;-23.4964;237.848;-502.847;-237.948;54.0127;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00507.tif;341.508;-245.618;-209.923;-389.719;-238.888;239.558;-387.789;-23.4964;239.474;-502.616;-237.948;56.1175;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00508.tif;340.627;-245.618;-211.348;-388.715;-238.888;241.185;-386.785;-23.4964;241.093;-502.378;-237.948;58.2179;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00509.tif;339.741;-245.618;-212.77;-387.703;-238.888;242.807;-385.774;-23.4964;242.706;-502.13;-237.948;60.3163;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00510.tif;338.854;-245.618;-214.18;-386.691;-238.888;244.417;-384.761;-23.4964;244.308;-501.875;-237.948;62.4035;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00511.tif;337.95;-245.618;-215.604;-385.659;-238.888;246.041;-383.73;-23.4964;245.925;-501.608;-237.948;64.514;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00512.tif;337.05;-245.618;-217.007;-384.633;-238.888;247.643;-382.704;-23.4964;247.518;-501.335;-237.948;66.5995;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00513.tif;336.148;-245.618;-218.402;-383.603;-238.888;249.235;-381.675;-23.4964;249.102;-501.055;-237.948;68.6763;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00514.tif;335.223;-245.618;-219.819;-382.548;-238.888;250.852;-380.62;-23.4964;250.711;-500.761;-237.948;70.7909;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00515.tif;334.302;-245.618;-221.218;-381.496;-238.888;252.448;-379.57;-23.4964;252.299;-500.46;-237.948;72.8824;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00516.tif;333.384;-245.618;-222.598;-380.449;-238.888;254.023;-378.523;-23.4964;253.866;-500.155;-237.948;74.9506;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00517.tif;332.461;-245.618;-223.975;-379.395;-238.888;255.594;-377.47;-23.4964;255.43;-499.841;-237.948;77.019;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00518.tif;331.505;-245.618;-225.387;-378.305;-238.888;257.205;-376.381;-23.4964;257.032;-499.509;-237.948;79.1436;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00519.tif;330.568;-245.618;-226.76;-377.235;-238.888;258.772;-375.311;-23.4964;258.591;-499.176;-237.948;81.2143;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00520.tif;329.609;-245.618;-228.151;-376.141;-238.888;260.36;-374.218;-23.4964;260.171;-498.829;-237.948;83.3182;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00521.tif;328.653;-245.618;-229.526;-375.05;-238.888;261.929;-373.128;-23.4964;261.732;-498.477;-237.948;85.4012;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00522.tif;327.691;-245.618;-230.898;-373.952;-238.888;263.495;-372.03;-23.4964;263.289;-498.115;-237.948;87.4841;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00523.tif;326.708;-245.618;-232.287;-372.83;-238.888;265.08;-370.909;-23.4964;264.866;-497.74;-237.948;89.5979;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00524.tif;325.734;-245.618;-233.65;-371.719;-238.888;266.635;-369.8;-23.4964;266.414;-497.361;-237.948;91.6767;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00525.tif;324.769;-245.618;-234.99;-370.618;-238.888;268.164;-368.699;-23.4964;267.934;-496.979;-237.948;93.7245;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00526.tif;323.789;-245.618;-236.338;-369.499;-238.888;269.703;-367.582;-23.4964;269.465;-496.585;-237.948;95.7903;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00527.tif;322.797;-245.618;-237.691;-368.367;-238.888;271.247;-366.45;-23.4964;271.002;-496.18;-237.948;97.8682;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00528.tif;321.801;-245.618;-239.038;-367.231;-238.888;272.783;-365.315;-23.4964;272.53;-495.767;-237.948;99.9398;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00529.tif;320.799;-245.618;-240.381;-366.087;-238.888;274.316;-364.173;-23.4964;274.055;-495.345;-237.948;102.011;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00530.tif;319.792;-245.618;-241.719;-364.938;-238.888;275.843;-363.025;-23.4964;275.574;-494.914;-237.948;104.08;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00531.tif;318.763;-245.618;-243.074;-363.764;-238.888;277.39;-361.852;-23.4964;277.112;-494.468;-237.948;106.18;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00532.tif;317.761;-245.618;-244.383;-362.621;-238.888;278.883;-360.71;-23.4964;278.597;-494.027;-237.948;108.212;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00533.tif;316.736;-245.618;-245.71;-361.45;-238.888;280.398;-359.54;-23.4964;280.105;-493.57;-237.948;110.279;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00534.tif;315.711;-245.618;-247.025;-360.281;-238.888;281.899;-358.372;-23.4964;281.597;-493.107;-237.948;112.33;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00535.tif;314.695;-245.618;-248.319;-359.121;-238.888;283.375;-357.214;-23.4964;283.066;-492.642;-237.948;114.353;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_00536.tif;313.634;-245.618;-249.657;-357.911;-238.888;284.902;-356.005;-23.4964;284.585;-492.15;-237.948;116.45;
